,__run_id,__done,generation,model_size,task,run,rep,duration_ms,cpu_joules,gpu_joules,energy_consumption_total_joules,response_length_sum_characters,response_token_count,accuracy
468,run_21_repetition_16,DONE,3.2,1B,RTE,21,16,35613.0,2060.4700317382812,11424.03823173829,13484.508263476571,51479.0,10444.0,0.9428571428571428
469,run_14_repetition_29,DONE,3.1,8B,COPA,14,29,210863.0,11641.794250488281,75526.78645048833,87168.58070097661,59483.0,12455.0,1.0
470,run_5_repetition_16,DONE,2.0,7B,WSC,5,16,177685.0,9515.893493652344,64157.72809365229,73673.62158730463,45028.0,11578.0,0.9416666666666668
471,run_1_repetition_1,DONE,2.0,7B,CB,1,1,210867.0,11536.126647949219,76204.69924794919,87740.82589589841,61276.0,13678.0,0.9666666666666668
472,run_12_repetition_11,DONE,3.1,8B,BoolQ,12,11,138659.0,7480.7982177734375,49508.2252177734,56989.023435546835,37425.0,8089.0,1.0
473,run_21_repetition_13,DONE,3.2,1B,RTE,21,13,35811.0,2107.0316772460938,11547.921477246091,13654.953154492185,51479.0,10444.0,1.0
474,run_22_repetition_28,DONE,3.2,1B,WiC,22,28,42812.0,2517.6150512695312,13641.624851269537,16159.239902539068,55242.0,12413.0,1.0
475,run_1_repetition_23,DONE,2.0,7B,CB,1,23,211893.0,11463.482116699219,76242.01471669924,87705.49683339846,61276.0,13678.0,0.8714285714285716
476,run_13_repetition_15,DONE,3.1,8B,CB,13,15,159855.0,8534.456237792998,57097.873237793036,65632.32947558604,46101.0,9343.0,0.96
477,run_9_repetition_2,DONE,3.0,8B,RTE,9,2,198906.0,10597.123107910156,70932.70010791009,81529.82321582024,58692.0,11756.0,0.9532467532467532
478,run_26_repetition_22,DONE,3.2,3B,COPA,26,22,93844.0,5154.171569824219,32068.94376982422,37223.115339648444,56710.0,11903.0,1.0
479,run_2_repetition_0,DONE,2.0,7B,COPA,2,0,191867.0,10289.402282714844,69019.45108271486,79308.8533654297,53692.0,12554.0,1.0
480,run_10_repetition_27,DONE,3.0,8B,WiC,10,27,249685.0,13483.31677246088,89167.87877246072,102651.1955449216,63663.0,14810.0,0.9466666666666667
481,run_2_repetition_3,DONE,2.0,7B,COPA,2,3,191894.0,10547.099975585908,69195.34577558593,79742.44575117184,53692.0,12554.0,1.0
482,run_14_repetition_18,DONE,3.1,8B,COPA,14,18,210705.0,11458.139709472658,75214.84170947269,86672.98141894535,59483.0,12455.0,1.0
483,run_19_repetition_21,DONE,3.2,1B,CB,19,21,53823.0,3260.3597412109375,17566.582141210944,20826.94188242188,77844.0,15678.0,0.96
484,run_17_repetition_13,DONE,3.1,8B,WSC,17,13,121849.0,6608.3775634765625,43110.920963476514,49719.298526953076,29189.0,7126.0,0.95
485,run_22_repetition_17,DONE,3.2,1B,WiC,22,17,42821.0,2492.9752807617188,13607.039880761717,16100.015161523435,55242.0,12413.0,0.9095238095238095
486,run_21_repetition_15,DONE,3.2,1B,RTE,21,15,35815.0,2114.42626953125,11323.308869531256,13437.735139062506,51479.0,10444.0,0.9
487,run_29_repetition_8,DONE,3.2,3B,WSC,29,8,68826.0,3736.2305297851562,23144.46332978516,26880.693859570318,35494.0,8579.0,0.9099999999999999
488,run_6_repetition_2,DONE,3.0,8B,BoolQ,6,2,121639.0,6512.780212402351,43262.90421240232,49775.68442480467,33226.0,7085.0,1.0
489,run_25_repetition_8,DONE,3.2,3B,CB,25,8,108837.0,6051.56640625,37079.57140624998,43131.13781249998,67961.0,13729.0,1.0
490,run_25_repetition_6,DONE,3.2,3B,CB,25,6,109853.0,6038.344055175781,37518.30205517577,43556.646110351554,67961.0,13729.0,0.8787878787878787
491,run_20_repetition_19,DONE,3.2,1B,COPA,20,19,44814.0,2779.990478515625,14584.021478515617,17364.01195703124,63385.0,13054.0,0.975
492,run_15_repetition_2,DONE,3.1,8B,RTE,15,2,156650.0,8192.329284667969,55512.74668466797,63705.075969335936,46036.0,9180.0,1.0
493,run_27_repetition_29,DONE,3.2,3B,RTE,27,29,92831.0,5141.224548339844,31864.100548339833,37005.32509667968,58703.0,11647.0,0.925
494,run_15_repetition_0,DONE,3.1,8B,RTE,15,0,156847.0,8330.3125,56312.53370000004,64642.84620000004,46036.0,9180.0,1.0
495,run_5_repetition_21,DONE,2.0,7B,WSC,5,21,178880.0,9562.090026855483,64455.95082685545,74018.04085371093,45028.0,11578.0,0.9199999999999999
496,run_22_repetition_13,DONE,3.2,1B,WiC,22,13,42614.0,2463.1747436523438,13675.503543652347,16138.67828730469,55242.0,12413.0,0.9333333333333332
497,run_19_repetition_10,DONE,3.2,1B,CB,19,10,53817.0,3152.5452270507812,17062.78142705078,20215.326654101562,77844.0,15678.0,0.9454545454545455
498,run_3_repetition_11,DONE,2.0,7B,RTE,3,11,189899.0,10189.333801269517,68350.0496012695,78539.38340253901,54273.0,12250.0,1.0
499,run_23_repetition_0,DONE,3.2,1B,WSC,23,0,27809.0,1720.6387329101562,8989.384932910158,10710.023665820314,32024.0,7910.0,0.9199999999999999
500,run_16_repetition_24,DONE,3.1,8B,WiC,16,24,245889.0,13192.833679199219,86960.21367919924,100153.04735839846,63916.0,14562.0,1.0
501,run_27_repetition_14,DONE,3.2,3B,RTE,27,14,92633.0,4979.991271972656,31680.473071972654,36660.46434394531,58703.0,11647.0,0.975
502,run_9_repetition_1,DONE,3.0,8B,RTE,9,1,198882.0,10777.69482421875,71623.83362421881,82401.52844843756,58692.0,11756.0,1.0
503,run_8_repetition_21,DONE,3.0,8B,COPA,8,21,199681.0,10624.146850585938,70892.62825058599,81516.77510117192,55441.0,11806.0,0.9666666666666668
504,run_13_repetition_4,DONE,3.1,8B,CB,13,4,159661.0,8603.876281738223,57344.905081738194,65948.78136347642,46101.0,9343.0,1.0
505,run_15_repetition_13,DONE,3.1,8B,RTE,15,13,157847.0,8348.919311523438,56576.126311523476,64925.04562304691,46036.0,9180.0,1.0
506,run_23_repetition_4,DONE,3.2,1B,WSC,23,4,26808.0,1539.5679931640916,8569.15019316409,10108.718186328182,32024.0,7910.0,0.7666666666666666
507,run_15_repetition_16,DONE,3.1,8B,RTE,15,16,157854.0,8375.32244873044,55660.6640487305,64035.98649746094,46036.0,9180.0,0.9666666666666668
508,run_21_repetition_19,DONE,3.2,1B,RTE,21,19,35821.0,2184.5281372070312,11623.426737207039,13807.95487441407,51479.0,10444.0,1.0
509,run_20_repetition_13,DONE,3.2,1B,COPA,20,13,45818.0,2513.7083129883104,14268.74611298831,16782.45442597662,63385.0,13054.0,0.9636363636363636
510,run_18_repetition_20,DONE,3.2,1B,BoolQ,18,20,51817.0,3007.231872558652,16441.45207255865,19448.683945117304,71714.0,15104.0,1.0
511,run_22_repetition_24,DONE,3.2,1B,WiC,22,24,42813.0,2540.2111206054396,13534.803720605436,16075.014841210876,55242.0,12413.0,1.0
512,run_13_repetition_26,DONE,3.1,8B,CB,13,26,160856.0,8359.701293945312,56754.00009394527,65113.701387890585,46101.0,9343.0,1.0
513,run_29_repetition_6,DONE,3.2,3B,WSC,29,6,68833.0,3808.8954467773146,23526.429646777306,27335.32509355462,35494.0,8579.0,0.8699999999999999
514,run_1_repetition_10,DONE,2.0,7B,CB,1,10,210903.0,11284.469970703125,76068.82497070305,87353.29494140617,61276.0,13678.0,1.0
515,run_27_repetition_9,DONE,3.2,3B,RTE,27,9,92836.0,5147.922912597656,31852.468312597655,37000.391225195315,58703.0,11647.0,1.0
516,run_28_repetition_8,DONE,3.2,3B,WiC,28,8,100833.0,5667.561828613279,34318.056628613296,39985.61845722658,55758.0,12758.0,1.0
517,run_9_repetition_3,DONE,3.0,8B,RTE,9,3,198870.0,10724.077209472658,70352.19760947254,81076.2748189452,58692.0,11756.0,0.9333333333333333
518,run_19_repetition_15,DONE,3.2,1B,CB,19,15,54827.0,3224.4415893554688,17538.61218935546,20763.053778710928,77844.0,15678.0,0.9833333333333332
519,run_20_repetition_9,DONE,3.2,1B,COPA,20,9,44819.0,2641.2267456054688,14293.92914560548,16935.155891210947,63385.0,13054.0,0.8492424242424242
520,run_7_repetition_22,DONE,3.0,8B,CB,7,22,222681.0,11817.696655273438,78805.59845527337,90623.29511054681,65239.0,13110.0,0.9074725274725275
521,run_25_repetition_12,DONE,3.2,3B,CB,25,12,108834.0,5897.788146972656,37232.05914697263,43129.847293945284,67961.0,13729.0,0.9055555555555556
522,run_28_repetition_14,DONE,3.2,3B,WiC,28,14,100640.0,5488.057678222656,34050.52907822265,39538.58675644531,55758.0,12758.0,0.9714285714285715
523,run_27_repetition_2,DONE,3.2,3B,RTE,27,2,92648.0,5068.795715332031,31351.26211533204,36420.05783066407,58703.0,11647.0,1.0
524,run_6_repetition_6,DONE,3.0,8B,BoolQ,6,6,120852.0,6376.053161621094,43039.56116162109,49415.61432324218,33226.0,7085.0,0.9466666666666667
525,run_28_repetition_16,DONE,3.2,3B,WiC,28,16,100842.0,5565.782531738281,34172.22853173826,39738.011063476544,55758.0,12758.0,1.0
526,run_4_repetition_29,DONE,2.0,7B,WiC,4,29,202876.0,10768.65234375,72895.46994375007,83664.12228750007,53640.0,13138.0,1.0
527,run_20_repetition_20,DONE,3.2,1B,COPA,20,20,44821.0,2559.3643798828416,14330.755779882838,16890.12015976568,63385.0,13054.0,0.7875
528,run_1_repetition_17,DONE,2.0,7B,CB,1,17,210695.0,11150.53265380858,75602.14045380846,86752.67310761704,61276.0,13678.0,0.9666666666666668
529,run_7_repetition_14,DONE,3.0,8B,CB,7,14,222876.0,11752.146850585938,79283.79505058592,91035.94190117186,65239.0,13110.0,0.9191919191919192
530,run_15_repetition_14,DONE,3.1,8B,RTE,15,14,156661.0,8383.221984863281,55880.42338486328,64263.64536972656,46036.0,9180.0,0.8933333333333333
531,run_1_repetition_26,DONE,2.0,7B,CB,1,26,211883.0,11480.581481933594,76325.56148193359,87806.14296386718,61276.0,13678.0,0.9466666666666667
532,run_7_repetition_17,DONE,3.0,8B,CB,7,17,222692.0,11946.349853515625,79417.65125351574,91364.00110703136,65239.0,13110.0,0.9277777777777778
533,run_0_repetition_8,DONE,2.0,7B,BoolQ,0,8,211892.0,11435.729431152315,76135.52563115238,87571.2550623047,57714.0,13756.0,1.0
534,run_11_repetition_3,DONE,3.0,8B,WSC,11,3,125859.0,6772.645935058594,44538.32413505857,51310.97007011716,30766.0,7419.0,0.9666666666666668
535,run_3_repetition_9,DONE,2.0,7B,RTE,3,9,188867.0,10152.10253906253,68108.3369390625,78260.43947812503,54273.0,12250.0,0.9428571428571428
536,run_22_repetition_9,DONE,3.2,1B,WiC,22,9,42817.0,2599.223876953154,13867.352076953151,16466.575953906307,55242.0,12413.0,1.0
537,run_17_repetition_12,DONE,3.1,8B,WSC,17,12,122839.0,6356.211791992217,43675.727591992225,50031.93938398444,29189.0,7126.0,0.86
538,run_21_repetition_9,DONE,3.2,1B,RTE,21,9,35811.0,2150.0726928710938,11402.720892871097,13552.79358574219,51479.0,10444.0,0.95
539,run_2_repetition_21,DONE,2.0,7B,COPA,2,21,191678.0,10147.317199707002,68246.027599707,78393.344799414,53692.0,12554.0,1.0
540,run_27_repetition_0,DONE,3.2,3B,RTE,27,0,91646.0,5073.154479980498,31187.26887998048,36260.42335996097,58703.0,11647.0,1.0
541,run_16_repetition_17,DONE,3.1,8B,WiC,16,17,245688.0,13046.251281738252,87265.67028173829,100311.92156347654,63916.0,14562.0,0.9380952380952381
542,run_8_repetition_27,DONE,3.0,8B,COPA,8,27,198866.0,10716.290771484375,70485.3689714844,81201.65974296877,55441.0,11806.0,0.8958730158730159
543,run_7_repetition_7,DONE,3.0,8B,CB,7,7,222893.0,11920.168334960941,79403.20933496092,91323.37766992186,65239.0,13110.0,0.8714285714285713
544,run_11_repetition_14,DONE,3.0,8B,WSC,11,14,125649.0,6664.609924316403,44238.629324316425,50903.23924863283,30766.0,7419.0,0.8166666666666668
545,run_15_repetition_9,DONE,3.1,8B,RTE,15,9,157664.0,8519.435668945312,56614.92726894529,65134.362937890604,46036.0,9180.0,0.95
546,run_25_repetition_4,DONE,3.2,3B,CB,25,4,108629.0,6002.772888183594,37308.68628818362,43311.459176367214,67961.0,13729.0,0.9380952380952381
547,run_29_repetition_2,DONE,3.2,3B,WSC,29,2,68829.0,3734.2293701171875,23412.452970117192,27146.68234023438,35494.0,8579.0,0.9333333333333332
548,run_16_repetition_9,DONE,3.1,8B,WiC,16,9,245690.0,13076.543151855469,86808.05595185545,99884.59910371092,63916.0,14562.0,0.9777777777777779
549,run_24_repetition_29,DONE,3.2,3B,BoolQ,24,29,86639.0,4689.517517089844,29378.030317089844,34067.547834179684,51178.0,10942.0,0.9199999999999999
550,run_14_repetition_6,DONE,3.1,8B,COPA,14,6,211668.0,11301.186401367188,74776.53780136717,86077.72420273436,59483.0,12455.0,1.0
551,run_18_repetition_19,DONE,3.2,1B,BoolQ,18,19,51824.0,3066.8964843750146,16774.955484375005,19841.85196875002,71714.0,15104.0,0.8969696969696969
552,run_27_repetition_4,DONE,3.2,3B,RTE,27,4,92850.0,4964.3602294921875,31329.10482949217,36293.46505898436,58703.0,11647.0,0.8666666666666666
553,run_0_repetition_22,DONE,2.0,7B,BoolQ,0,22,211882.0,11242.490539550781,76078.0211395507,87320.51167910149,57714.0,13756.0,1.0
554,run_24_repetition_9,DONE,3.2,3B,BoolQ,24,9,86835.0,4812.482604980469,29781.69500498046,34594.17760996093,51178.0,10942.0,1.0
555,run_25_repetition_21,DONE,3.2,3B,CB,25,21,109845.0,6061.263000488281,36911.12480048826,42972.38780097654,67961.0,13729.0,0.9033333333333333
556,run_14_repetition_2,DONE,3.1,8B,COPA,14,2,210871.0,11061.002685546875,74781.0210855469,85842.02377109378,59483.0,12455.0,0.9083333333333334
557,run_1_repetition_5,DONE,2.0,7B,CB,1,5,211876.0,11452.231323242188,76406.66612324228,87858.89744648447,61276.0,13678.0,1.0
558,run_27_repetition_22,DONE,3.2,3B,RTE,27,22,92848.0,5099.5006103515625,31818.552610351566,36918.05322070313,58703.0,11647.0,0.8857142857142858
559,run_16_repetition_10,DONE,3.1,8B,WiC,16,10,245880.0,13136.462890625,87661.08829062516,100797.55118125016,63916.0,14562.0,1.0
560,run_29_repetition_27,DONE,3.2,3B,WSC,29,27,68822.0,3743.1372680664062,23439.212468066416,27182.349736132823,35494.0,8579.0,0.7428571428571429
561,run_24_repetition_4,DONE,3.2,3B,BoolQ,24,4,86843.0,4679.281372070342,29684.87937207034,34364.16074414068,51178.0,10942.0,1.0
562,run_19_repetition_26,DONE,3.2,1B,CB,19,26,54825.0,3318.923645019502,17477.185045019505,20796.108690039007,77844.0,15678.0,0.8584615384615384
563,run_6_repetition_15,DONE,3.0,8B,BoolQ,6,15,120853.0,6312.348937988281,42671.7459379883,48984.09487597658,33226.0,7085.0,0.9666666666666668
564,run_17_repetition_18,DONE,3.1,8B,WSC,17,18,121839.0,6332.24395751956,43111.35715751954,49443.6011150391,29189.0,7126.0,1.0
565,run_12_repetition_6,DONE,3.1,8B,BoolQ,12,6,137851.0,7259.71990966794,49030.54750966796,56290.2674193359,37425.0,8089.0,0.9636363636363636
566,run_3_repetition_13,DONE,2.0,7B,RTE,3,13,188679.0,10122.73065185544,67994.17165185531,78116.90230371075,54273.0,12250.0,0.9333333333333332
567,run_6_repetition_26,DONE,3.0,8B,BoolQ,6,26,121849.0,6454.968811035156,43459.60501103517,49914.57382207033,33226.0,7085.0,1.0
568,run_18_repetition_1,DONE,3.2,1B,BoolQ,18,1,51821.0,2986.7182006835938,16615.303200683597,19602.02140136719,71714.0,15104.0,0.9333333333333332
569,run_2_repetition_13,DONE,2.0,7B,COPA,2,13,191872.0,10217.922668457031,68932.31286845707,79150.2355369141,53692.0,12554.0,1.0
570,run_3_repetition_29,DONE,2.0,7B,RTE,3,29,188676.0,9997.30889892581,67839.80409892577,77837.11299785158,54273.0,12250.0,1.0
571,run_0_repetition_1,DONE,2.0,7B,BoolQ,0,1,210693.0,11297.861999511719,75938.51739951175,87236.37939902347,57714.0,13756.0,1.0
572,run_10_repetition_15,DONE,3.0,8B,WiC,10,15,250888.0,13649.782836914059,89382.46263691412,103032.24547382818,63663.0,14810.0,0.9577777777777777
573,run_14_repetition_27,DONE,3.1,8B,COPA,14,27,210889.0,11250.591125488281,74843.10312548825,86093.69425097654,59483.0,12455.0,0.9666666666666668
574,run_17_repetition_9,DONE,3.1,8B,WSC,17,9,121839.0,6464.6839599609375,43196.46115996094,49661.14511992188,29189.0,7126.0,0.7942857142857143
575,run_0_repetition_29,DONE,2.0,7B,BoolQ,0,29,211923.0,11412.736816406243,76270.3230164062,87683.05983281243,57714.0,13756.0,1.0
576,run_10_repetition_9,DONE,3.0,8B,WiC,10,9,250696.0,13592.912963867188,89322.06176386717,102914.97472773436,63663.0,14810.0,0.9568181818181818
577,run_4_repetition_10,DONE,2.0,7B,WiC,4,10,201679.0,10821.770935058594,72462.77093505871,83284.5418701173,53640.0,13138.0,1.0
578,run_11_repetition_11,DONE,3.0,8B,WSC,11,11,126843.0,6798.01538085939,45019.13838085934,51817.15376171873,30766.0,7419.0,0.9083333333333332
579,run_0_repetition_5,DONE,2.0,7B,BoolQ,0,5,211911.0,11376.070434570312,76319.27883457036,87695.34926914067,57714.0,13756.0,0.85
580,run_5_repetition_2,DONE,2.0,7B,WSC,5,2,178870.0,9779.057495117202,64682.51949511718,74461.57699023437,45028.0,11578.0,0.925
581,run_9_repetition_8,DONE,3.0,8B,RTE,9,8,198878.0,10703.216003417969,70986.205603418,81689.42160683597,58692.0,11756.0,1.0
582,run_21_repetition_25,DONE,3.2,1B,RTE,21,25,36810.0,2185.2763061523438,11830.045306152344,14015.321612304688,51479.0,10444.0,0.7038095238095238
583,run_13_repetition_14,DONE,3.1,8B,CB,13,14,159656.0,8464.467224121094,56787.801624121086,65252.26884824218,46101.0,9343.0,1.0
584,run_11_repetition_13,DONE,3.0,8B,WSC,11,13,125849.0,6655.1646728515625,44576.143072851555,51231.30774570312,30766.0,7419.0,0.9666666666666668
585,run_19_repetition_6,DONE,3.2,1B,CB,19,6,53823.0,3217.1915283203125,17346.985528320318,20564.17705664063,77844.0,15678.0,0.8171428571428571
586,run_13_repetition_17,DONE,3.1,8B,CB,13,17,159871.0,8490.959594726562,56632.19219472662,65123.15178945318,46101.0,9343.0,0.96
587,run_0_repetition_2,DONE,2.0,7B,BoolQ,0,2,211890.0,11317.259704589844,76144.54750458988,87461.80720917972,57714.0,13756.0,0.9625
588,run_9_repetition_21,DONE,3.0,8B,RTE,9,21,198685.0,10691.27246093753,70959.60766093756,81650.88012187509,58692.0,11756.0,1.0
589,run_20_repetition_5,DONE,3.2,1B,COPA,20,5,44820.0,2687.028625488252,14352.087425488251,17039.116050976503,63385.0,13054.0,0.6545454545454545
590,run_9_repetition_28,DONE,3.0,8B,RTE,9,28,199900.0,10625.932495117217,71129.6378951173,81755.57039023451,58692.0,11756.0,0.96
591,run_15_repetition_6,DONE,3.1,8B,RTE,15,6,156654.0,8417.860107421933,55854.05310742196,64271.913214843895,46036.0,9180.0,1.0
592,run_20_repetition_11,DONE,3.2,1B,COPA,20,11,44821.0,2649.6631469726854,14247.896146972687,16897.55929394537,63385.0,13054.0,0.8
593,run_16_repetition_3,DONE,3.1,8B,WiC,16,3,246899.0,13170.128112792998,87822.79951279299,100992.92762558599,63916.0,14562.0,1.0
594,run_27_repetition_25,DONE,3.2,3B,RTE,27,25,91846.0,5074.840332031308,31272.173532031346,36347.013864062654,58703.0,11647.0,1.0
595,run_0_repetition_11,DONE,2.0,7B,BoolQ,0,11,211877.0,11477.864074707031,76343.20107470696,87821.06514941399,57714.0,13756.0,0.96
596,run_2_repetition_9,DONE,2.0,7B,COPA,2,9,191863.0,10323.068237304688,69150.00763730475,79473.07587460944,53692.0,12554.0,0.96
597,run_16_repetition_18,DONE,3.1,8B,WiC,16,18,245879.0,13145.958129882812,88342.30412988295,101488.26225976576,63916.0,14562.0,0.8
598,run_5_repetition_0,DONE,2.0,7B,WSC,5,0,178870.0,9575.2197265625,64506.47512656246,74081.69485312497,45028.0,11578.0,0.96
599,run_22_repetition_14,DONE,3.2,1B,WiC,22,14,42819.0,2657.56726074218,13728.102660742175,16385.669921484354,55242.0,12413.0,1.0
600,run_26_repetition_2,DONE,3.2,3B,COPA,26,2,93840.0,4964.972412109375,31813.391412109366,36778.363824218744,56710.0,11903.0,1.0
601,run_29_repetition_15,DONE,3.2,3B,WSC,29,15,68619.0,3710.7001342773365,23115.214334277356,26825.914468554693,35494.0,8579.0,0.9333333333333332
602,run_3_repetition_20,DONE,2.0,7B,RTE,3,20,188878.0,10072.922424316406,67918.91882431644,77991.84124863285,54273.0,12250.0,0.9666666666666668
603,run_29_repetition_4,DONE,3.2,3B,WSC,29,4,68819.0,3691.1884155273438,23404.84361552734,27096.032031054685,35494.0,8579.0,0.75
604,run_12_repetition_23,DONE,3.1,8B,BoolQ,12,23,137652.0,7185.830017089829,49165.68641708986,56351.51643417969,37425.0,8089.0,1.0
605,run_20_repetition_22,DONE,3.2,1B,COPA,20,22,44815.0,2709.4003295898438,14320.932129589843,17030.332459179685,63385.0,13054.0,0.96
606,run_6_repetition_24,DONE,3.0,8B,BoolQ,6,24,121848.0,6404.634887695327,43188.85148769538,49593.486375390705,33226.0,7085.0,0.9142857142857143
607,run_1_repetition_0,DONE,2.0,7B,CB,1,0,211676.0,11468.722900390625,76393.8261003906,87862.54900078122,61276.0,13678.0,0.9555555555555555
608,run_2_repetition_20,DONE,2.0,7B,COPA,2,20,191877.0,10380.8994140625,69104.58381406251,79485.48322812501,53692.0,12554.0,1.0
609,run_0_repetition_10,DONE,2.0,7B,BoolQ,0,10,211886.0,11499.967041015625,76478.56744101565,87978.53448203127,57714.0,13756.0,0.9714285714285715
610,run_4_repetition_7,DONE,2.0,7B,WiC,4,7,202856.0,10855.307006835938,73053.17140683596,83908.4784136719,53640.0,13138.0,1.0
611,run_18_repetition_22,DONE,3.2,1B,BoolQ,18,22,51828.0,3106.800537109375,16831.56833710937,19938.368874218744,71714.0,15104.0,0.9866666666666667
612,run_27_repetition_19,DONE,3.2,3B,RTE,27,19,92833.0,4936.6744384765625,31341.56423847656,36278.23867695312,58703.0,11647.0,0.9666666666666668
613,run_10_repetition_14,DONE,3.0,8B,WiC,10,14,250897.0,13477.49951171875,90014.1365117188,103491.63602343755,63663.0,14810.0,0.9242063492063493
614,run_2_repetition_7,DONE,2.0,7B,COPA,2,7,191869.0,10382.288452148408,69214.07185214835,79596.36030429676,53692.0,12554.0,1.0
615,run_12_repetition_3,DONE,3.1,8B,BoolQ,12,3,137872.0,7416.7349853515625,49377.64938535157,56794.384370703134,37425.0,8089.0,1.0
616,run_25_repetition_14,DONE,3.2,3B,CB,25,14,111832.0,6159.172424316377,38124.21262431636,44283.385048632736,69228.0,14066.0,0.888888888888889
617,run_29_repetition_3,DONE,3.2,3B,WSC,29,3,65828.0,3539.828063964873,22193.40106396488,25733.229127929753,33909.0,8275.0,1.0
618,run_4_repetition_28,DONE,2.0,7B,WiC,4,28,201662.0,10826.52374267584,72564.96594267587,83391.48968535171,53640.0,13138.0,1.0
619,run_8_repetition_7,DONE,3.0,8B,COPA,8,7,198693.0,10898.514038085938,71051.93243808602,81950.44647617196,55441.0,11806.0,0.8966666666666667
620,run_22_repetition_16,DONE,3.2,1B,WiC,22,16,43815.0,2700.4822998046875,13993.568499804695,16694.05079960938,56289.0,12666.0,1.0
621,run_19_repetition_27,DONE,3.2,1B,CB,19,27,51821.0,3075.0172119140916,16537.08601191408,19612.103223828173,73440.0,14801.0,0.8800000000000001
622,run_1_repetition_4,DONE,2.0,7B,CB,1,4,211868.0,11236.440002441435,76087.05320244153,87323.49320488297,61276.0,13678.0,0.9666666666666668
623,run_29_repetition_26,DONE,3.2,3B,WSC,29,26,65832.0,3575.5678100585974,22305.046610058587,25880.614420117185,33909.0,8275.0,0.6466666666666667
624,run_2_repetition_2,DONE,2.0,7B,COPA,2,2,191876.0,10216.388916015627,69069.17591601562,79285.56483203125,53692.0,12554.0,1.0
625,run_18_repetition_11,DONE,3.2,1B,BoolQ,18,11,49815.0,2905.222839355465,16113.635239355466,19018.85807871093,69878.0,14644.0,0.7915966386554621
626,run_24_repetition_6,DONE,3.2,3B,BoolQ,24,6,91832.0,5041.169372558601,31218.288372558614,36259.457745117215,53985.0,11507.0,1.0
627,run_26_repetition_1,DONE,3.2,3B,COPA,26,1,92831.0,5192.8876953125,31715.398095312496,36908.285790625,55301.0,11640.0,1.0
628,run_19_repetition_20,DONE,3.2,1B,CB,19,20,50817.0,2978.3758544921875,16202.649254492186,19181.025108984373,73440.0,14801.0,0.96
629,run_8_repetition_14,DONE,3.0,8B,COPA,8,14,198868.0,10670.486633300774,69904.08743330074,80574.57406660152,55441.0,11806.0,0.9377777777777776
630,run_17_repetition_11,DONE,3.1,8B,WSC,17,11,121852.0,6501.649169921875,43328.56916992184,49830.21833984371,29189.0,7126.0,1.0
631,run_22_repetition_23,DONE,3.2,1B,WiC,22,23,43828.0,2625.3628540039062,14054.800854003897,16680.163708007804,56289.0,12666.0,1.0
632,run_16_repetition_20,DONE,3.1,8B,WiC,16,20,245899.0,13182.745910644531,87787.68971064454,100970.43562128907,63916.0,14562.0,1.0
633,run_27_repetition_8,DONE,3.2,3B,RTE,27,8,90832.0,5077.46655273436,31301.589752734333,36379.05630546869,57185.0,11415.0,1.0
634,run_25_repetition_10,DONE,3.2,3B,CB,25,10,111839.0,6222.329162597671,38529.14416259766,44751.47332519533,69188.0,14062.0,1.0
635,run_23_repetition_1,DONE,3.2,1B,WSC,23,1,26810.0,1521.5088500976562,8453.553850097655,9975.06270019531,30896.0,7583.0,0.6433333333333333
636,run_19_repetition_0,DONE,3.2,1B,CB,19,0,50820.0,2962.6979980468604,16135.443798046861,19098.14179609372,73440.0,14801.0,0.8
637,run_10_repetition_26,DONE,3.0,8B,WiC,10,26,250889.0,13326.24682617189,88819.969826172,102146.2166523439,63663.0,14810.0,1.0
638,run_24_repetition_8,DONE,3.2,3B,BoolQ,24,8,91638.0,5122.007873535156,31612.77407353521,36734.78194707037,53985.0,11507.0,0.95
639,run_20_repetition_18,DONE,3.2,1B,COPA,20,18,39815.0,2323.0703735351562,12648.986573535152,14972.056947070309,53955.0,11304.0,0.9714285714285715
640,run_11_repetition_24,DONE,3.0,8B,WSC,11,24,125851.0,6731.672607421875,44440.602407421946,51172.27501484382,30766.0,7419.0,0.9199999999999999
641,run_2_repetition_8,DONE,2.0,7B,COPA,2,8,192856.0,10448.050903320312,69825.20870332026,80273.25960664057,53692.0,12554.0,1.0
642,run_9_repetition_15,DONE,3.0,8B,RTE,9,15,198880.0,10639.355773925781,71635.2311739259,82274.58694785168,58692.0,11756.0,0.9261904761904762
643,run_27_repetition_27,DONE,3.2,3B,RTE,27,27,90827.0,5143.867492675781,31098.160292675784,36242.027785351565,57185.0,11415.0,0.8800000000000001
644,run_9_repetition_23,DONE,3.0,8B,RTE,9,23,198871.0,10732.4462890625,71624.08028906242,82356.52657812492,58692.0,11756.0,1.0
645,run_19_repetition_1,DONE,3.2,1B,CB,19,1,50818.0,3055.0975341796584,16540.287934179658,19595.385468359316,73440.0,14801.0,0.9555555555555555
646,run_17_repetition_19,DONE,3.1,8B,WSC,17,19,121836.0,6398.482604980527,43568.03380498057,49966.5164099611,29189.0,7126.0,0.8333333333333333
647,run_19_repetition_11,DONE,3.2,1B,CB,19,11,50817.0,3030.1720581054688,16533.26365810548,19563.435716210948,73440.0,14801.0,0.8123809523809523
648,run_24_repetition_20,DONE,3.2,3B,BoolQ,24,20,91832.0,5141.691528320342,31704.41652832031,36846.10805664065,53985.0,11507.0,1.0
