Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_24,CPU_FREQUENCY_25,CPU_FREQUENCY_26,CPU_FREQUENCY_27,CPU_FREQUENCY_28,CPU_FREQUENCY_29,CPU_FREQUENCY_3,CPU_FREQUENCY_30,CPU_FREQUENCY_31,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_24,CPU_USAGE_25,CPU_USAGE_26,CPU_USAGE_27,CPU_USAGE_28,CPU_USAGE_29,CPU_USAGE_3,CPU_USAGE_30,CPU_USAGE_31,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1760621970678,2060,800,2513,800,5753,800,5792,800,3666,4401,1378,800,5700,800,1094,2436,4399,2415,800,1933,1662,800,800,800,2198,1945,3110,800,1085,800,2982,800,0,0,0,0,68.96551513671875,0,30.000001907348633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4482758045196533,0,0,3.3333334922790527,0,0,24564,357,3810,37,0,96642.04553222656,64002.92803955078,0,134868701184,8589930496,2624503808,7077888
201,1760621970678,2060,800,2513,800,5753,800,5792,800,3666,4401,1378,800,5700,800,1094,2436,4399,2415,800,1933,1662,800,800,800,2198,1945,3110,800,1085,800,2982,800,0,0,0,0,68.96551513671875,0,30.000001907348633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4482758045196533,0,0,3.3333334922790527,0,0,24564,357,3810,37,0,96642.5034790039,64003.313720703125,0,134868701184,8589930496,2626052096,7077888
200,1760621970879,2060,800,2513,800,5753,800,5792,800,3666,4401,1378,800,5700,800,1094,2436,4399,2415,800,1933,1662,800,800,800,2198,1945,3110,800,1085,800,2982,800,0,4.34782600402832,4.34782600402832,0,95.45454406738281,8.69565200805664,85.71428680419922,4.34782600402832,0,0,4.34782600402832,4.34782600402832,4.34782600402832,0,0,4.34782600402832,4.34782600402832,9.523809432983398,4.34782600402832,4.34782600402832,0,0,4.34782600402832,4.34782600402832,0,0,0,0,4.34782600402832,4.34782600402832,0,0,0,24564,357,3810,37,0,96653.06921386719,64011.54571533203,0,134868701184,8589930496,2812878848,7077888
199,1760621971079,2060,800,2513,800,5753,800,5792,800,3666,4401,1378,800,5700,800,1094,2436,4399,2415,800,1933,1662,800,800,800,2198,1945,3110,800,1085,800,2982,800,40,40,40,40,40,100,85,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,42.85714340209961,40,40,57.894737243652344,40,40,40,0,24564,357,3852,37,0,96673.27471923828,64029.41882324219,0,134868701184,8589930496,2861854720,7077888
200,1760621971279,2060,800,2513,800,5753,800,5792,800,3666,4401,1378,800,5700,800,1094,2436,4399,2415,800,1933,1662,800,800,800,2198,1945,3110,800,1085,800,2982,800,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24564,357,3852,37,0,96684.14709472656,64038.01159667969,0,134868701184,8589930496,2904465408,7077888
200,1760621971479,2060,800,2513,800,5753,800,5792,800,3666,4401,1378,800,5700,800,1094,2436,4399,2415,800,1933,1662,800,800,800,2198,1945,3110,800,1085,800,2982,800,4.761904716491699,0,0,0,0,100,38.095237731933594,60.000003814697266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24564,357,3852,37,0,96695.06170654297,64046.5869140625,0,134868701184,8589930496,2953494528,7077888
200,1760621971679,2060,800,2513,800,5753,800,5792,800,3666,4401,1378,800,5700,800,1094,2436,4399,2415,800,1933,1662,800,800,800,2198,1945,3110,800,1085,800,2982,800,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24564,357,3852,37,0,96705.88006591797,64055.08612060547,0,134868701184,8589930496,2983931904,7077888
200,1760621971879,2060,800,2513,800,5753,800,5792,800,3666,4401,1378,800,5700,800,1094,2436,4399,2415,800,1933,1662,800,800,800,2198,1945,3110,800,1085,800,2982,800,0,0,0,0,0,100,0,100,0,0,0,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24564,357,3852,37,0,96716.74041748047,64063.66668701172,0,134868701184,8589930496,2993991680,7077888
199,1760621972079,2060,800,2513,800,5753,800,5792,800,3666,4401,1378,800,5700,800,1094,2436,4399,2415,800,1933,1662,800,800,800,2198,1945,3110,800,1085,800,2982,800,5,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24564,357,3917,37,0,96727.4038696289,64072.051025390625,0,134868701184,8589930496,3019579392,7077888
200,1760621972279,2060,800,2513,800,5753,800,5792,800,3666,4401,1378,800,5700,800,1094,2436,4399,2415,800,1933,1662,800,800,800,2198,1945,3110,800,1085,800,2982,800,42.105262756347656,42.105262756347656,42.105262756347656,45,42.85714340209961,100,42.105262756347656,100,45,45,40,40,42.105262756347656,45,42.85714340209961,40,42.105262756347656,40,40,42.105262756347656,42.85714340209961,42.85714340209961,40,40,42.85714340209961,40,42.85714340209961,42.85714340209961,40,40,40,42.85714340209961,0,24564,357,3917,37,0,96747.3549194336,64089.62127685547,0,134868701184,8589930496,3047755776,7077888
