__run_id,__done,generation,model_size,task,energy
run_16_repetition_8,DONE,3.1,8B,WiC,14108.526489257812
run_26_repetition_17,DONE,3.2,3B,COPA,6026.8798828125
run_11_repetition_15,DONE,3,8B,WSC,7623.691467285156
run_25_repetition_13,DONE,3.2,3B,CB,6679.893859863281
run_3_repetition_19,DONE,2,7B,RTE,10970.354248046875
run_4_repetition_5,DONE,2,7B,WiC,11732.627014160156
run_17_repetition_20,DONE,3.1,8B,WSC,7547.3216552734375
run_18_repetition_17,DONE,3.2,1B,BoolQ,3763.717041015625
run_21_repetition_24,DONE,3.2,1B,RTE,2654.3677978515625
run_26_repetition_20,DONE,3.2,3B,COPA,5795.802795410156
run_7_repetition_15,DONE,3,8B,CB,12757.069030761719
run_6_repetition_9,DONE,3,8B,BoolQ,7405.376403808594
run_5_repetition_8,DONE,2,7B,WSC,10458.683898925781
run_17_repetition_7,DONE,3.1,8B,WSC,7397.36962890625
run_23_repetition_28,DONE,3.2,1B,WSC,2138.9542236328125
run_4_repetition_16,DONE,2,7B,WiC,11583.724243164062
run_20_repetition_4,DONE,3.2,1B,COPA,3168.2079467773438
run_3_repetition_26,DONE,2,7B,RTE,10958.402893066406
run_11_repetition_8,DONE,3,8B,WSC,7675.23583984375
run_22_repetition_18,DONE,3.2,1B,WiC,3111.1094970703125
run_15_repetition_1,DONE,3.1,8B,RTE,9242.081237792969
run_0_repetition_16,DONE,2,7B,BoolQ,12341.467163085938
run_28_repetition_22,DONE,3.2,3B,WiC,6330.226013183594
run_21_repetition_5,DONE,3.2,1B,RTE,2624.04541015625
run_28_repetition_3,DONE,3.2,3B,WiC,6199.9947509765625
run_15_repetition_20,DONE,3.1,8B,RTE,9222.821166992188
run_13_repetition_5,DONE,3.1,8B,CB,9435.4111328125
run_8_repetition_2,DONE,3,8B,COPA,250551.3282470703
run_23_repetition_12,DONE,3.2,1B,WSC,2146.110595703125
run_28_repetition_5,DONE,3.2,3B,WiC,6123.5035400390625
run_10_repetition_19,DONE,3,8B,WiC,14242.280639648438
run_19_repetition_4,DONE,3.2,1B,CB,3833.3125
run_23_repetition_16,DONE,3.2,1B,WSC,2182.4931030273438
run_21_repetition_2,DONE,3.2,1B,RTE,2580.8585815429688
run_4_repetition_3,DONE,2,7B,WiC,11551.936218261719
run_2_repetition_6,DONE,2,7B,COPA,11160.001037597656
run_12_repetition_4,DONE,3.1,8B,BoolQ,8326.692321777344
run_27_repetition_6,DONE,3.2,3B,RTE,5728.780578613281
run_7_repetition_2,DONE,3,8B,CB,12694.408752441406
run_29_repetition_0,DONE,3.2,3B,WSC,4565.017333984375
run_5_repetition_29,DONE,2,7B,WSC,10342.232360839844
run_25_repetition_5,DONE,3.2,3B,CB,6535.669128417969
run_21_repetition_16,DONE,3.2,1B,RTE,2626.8204345703125
run_14_repetition_29,DONE,3.1,8B,COPA,12491.317626953125
run_5_repetition_16,DONE,2,7B,WSC,10358.008972167969
run_1_repetition_1,DONE,2,7B,CB,12366.348083496094
run_12_repetition_11,DONE,3.1,8B,BoolQ,8318.340209960938
run_21_repetition_13,DONE,3.2,1B,RTE,2651.0591430664062
run_22_repetition_28,DONE,3.2,1B,WiC,3047.8043212890625
run_1_repetition_23,DONE,2,7B,CB,12217.623596191406
run_13_repetition_15,DONE,3.1,8B,CB,9387.618957519531
run_9_repetition_2,DONE,3,8B,RTE,11453.123413085938
run_26_repetition_22,DONE,3.2,3B,COPA,5873.8641357421875
run_2_repetition_0,DONE,2,7B,COPA,11086.367736816406
run_10_repetition_27,DONE,3,8B,WiC,14388.315307617188
run_2_repetition_3,DONE,2,7B,COPA,250770.93646240234
run_14_repetition_18,DONE,3.1,8B,COPA,12322.89208984375
run_19_repetition_21,DONE,3.2,1B,CB,3820.9578857421875
run_17_repetition_13,DONE,3.1,8B,WSC,7490.432312011719
run_22_repetition_17,DONE,3.2,1B,WiC,3040.0515747070312
run_21_repetition_15,DONE,3.2,1B,RTE,2670.1861572265625
run_29_repetition_8,DONE,3.2,3B,WSC,4418.576599121094
run_6_repetition_2,DONE,3,8B,BoolQ,7339.82470703125
run_25_repetition_8,DONE,3.2,3B,CB,6749.064758300781
run_25_repetition_6,DONE,3.2,3B,CB,6690.9193115234375
run_20_repetition_19,DONE,3.2,1B,COPA,3314.5933837890625
run_15_repetition_2,DONE,3.1,8B,RTE,9049.217041015625
run_27_repetition_29,DONE,3.2,3B,RTE,5817.0196533203125
run_15_repetition_0,DONE,3.1,8B,RTE,9177.743530273438
run_5_repetition_21,DONE,2,7B,WSC,10337.23193359375
run_22_repetition_13,DONE,3.2,1B,WiC,3007.5582885742188
run_19_repetition_10,DONE,3.2,1B,CB,3697.0771484375
run_3_repetition_11,DONE,2,7B,RTE,10951.352355957031
run_23_repetition_0,DONE,3.2,1B,WSC,2230.5466918945312
run_16_repetition_24,DONE,3.1,8B,WiC,14046.985778808594
run_27_repetition_14,DONE,3.2,3B,RTE,5662.861389160156
run_9_repetition_1,DONE,3,8B,RTE,11639.1484375
run_8_repetition_21,DONE,3,8B,COPA,11459.219482421875
run_13_repetition_4,DONE,3.1,8B,CB,9502.084045410156
run_15_repetition_13,DONE,3.1,8B,RTE,9152.870666503906
run_23_repetition_4,DONE,3.2,1B,WSC,2121.8751220703125
run_15_repetition_16,DONE,3.1,8B,RTE,9162.990539550781
run_21_repetition_19,DONE,3.2,1B,RTE,2741.4830932617188
run_20_repetition_13,DONE,3.2,1B,COPA,2994.8466796875
run_18_repetition_20,DONE,3.2,1B,BoolQ,3546.42626953125
run_22_repetition_24,DONE,3.2,1B,WiC,3058.6049194335938
run_13_repetition_26,DONE,3.1,8B,CB,9146.552856445312
run_29_repetition_6,DONE,3.2,3B,WSC,4501.631103515625
run_1_repetition_10,DONE,2,7B,CB,12098.801818847656
run_27_repetition_9,DONE,3.2,3B,RTE,5830.933898925781
run_28_repetition_8,DONE,3.2,3B,WiC,6334.1856689453125
run_9_repetition_3,DONE,3,8B,RTE,11585.765869140625
run_19_repetition_15,DONE,3.2,1B,CB,3722.4956665039062
run_20_repetition_9,DONE,3.2,1B,COPA,3174.11865234375
run_7_repetition_22,DONE,3,8B,CB,12645.906494140625
run_25_repetition_12,DONE,3.2,3B,CB,6595.618469238281
run_28_repetition_14,DONE,3.2,3B,WiC,6180.2037353515625
run_27_repetition_2,DONE,3.2,3B,RTE,5735.272705078125
run_6_repetition_6,DONE,3,8B,BoolQ,7225.296813964844
run_28_repetition_16,DONE,3.2,3B,WiC,6248.940246582031
run_4_repetition_29,DONE,2,7B,WiC,11536.621765136719
run_20_repetition_20,DONE,3.2,1B,COPA,3109.7615966796875
run_1_repetition_17,DONE,2,7B,CB,11985.982299804688
run_7_repetition_14,DONE,3,8B,CB,12579.663696289062
run_15_repetition_14,DONE,3.1,8B,RTE,9277.0517578125
run_1_repetition_26,DONE,2,7B,CB,12263.296936035156
run_7_repetition_17,DONE,3,8B,CB,12795.9697265625
run_0_repetition_8,DONE,2,7B,BoolQ,12238.946472167969
run_11_repetition_3,DONE,3,8B,WSC,7655.342102050781
run_3_repetition_9,DONE,2,7B,RTE,10976.597961425781
run_22_repetition_9,DONE,3.2,1B,WiC,3144.708251953125
run_17_repetition_12,DONE,3.1,8B,WSC,7163.270324707031
run_21_repetition_9,DONE,3.2,1B,RTE,2701.1342163085938
run_2_repetition_21,DONE,2,7B,COPA,10969.699157714844
run_27_repetition_0,DONE,3.2,3B,RTE,5801.140380859375
run_16_repetition_17,DONE,3.1,8B,WiC,13926.937622070312
run_8_repetition_27,DONE,3,8B,COPA,250530.09252929688
run_7_repetition_7,DONE,3,8B,CB,12753.942504882812
run_11_repetition_14,DONE,3,8B,WSC,7555.219299316406
run_15_repetition_9,DONE,3.1,8B,RTE,9350.891235351562
run_25_repetition_4,DONE,3.2,3B,CB,6716.9012451171875
run_29_repetition_2,DONE,3.2,3B,WSC,4437.621032714844
run_16_repetition_9,DONE,3.1,8B,WiC,13938.999267578125
run_24_repetition_29,DONE,3.2,3B,BoolQ,5398.490905761719
run_14_repetition_6,DONE,3.1,8B,COPA,12116.322326660156
run_18_repetition_19,DONE,3.2,1B,BoolQ,3620.0297241210938
run_27_repetition_4,DONE,3.2,3B,RTE,5631.390625
run_0_repetition_22,DONE,2,7B,BoolQ,12036.651428222656
run_24_repetition_9,DONE,3.2,3B,BoolQ,5516.2811279296875
run_25_repetition_21,DONE,3.2,3B,CB,6702.009338378906
run_14_repetition_2,DONE,3.1,8B,COPA,11920.022399902344
run_1_repetition_5,DONE,2,7B,CB,12244.819396972656
run_27_repetition_22,DONE,3.2,3B,RTE,5780.3896484375
run_16_repetition_10,DONE,3.1,8B,WiC,13986.497192382812
run_29_repetition_27,DONE,3.2,3B,WSC,4431.996826171875
run_24_repetition_4,DONE,3.2,3B,BoolQ,5366.0870361328125
run_19_repetition_26,DONE,3.2,1B,CB,3810.9194946289062
run_6_repetition_15,DONE,3,8B,BoolQ,7182.698425292969
run_17_repetition_18,DONE,3.1,8B,WSC,7197.184326171875
run_12_repetition_6,DONE,3.1,8B,BoolQ,8127.3165283203125
run_3_repetition_13,DONE,2,7B,RTE,10933.306762695312
run_6_repetition_26,DONE,3,8B,BoolQ,7266.107360839844
run_18_repetition_1,DONE,3.2,1B,BoolQ,3540.0760498046875
run_2_repetition_13,DONE,2,7B,COPA,11018.65771484375
run_3_repetition_29,DONE,2,7B,RTE,251318.0023803711
run_0_repetition_1,DONE,2,7B,BoolQ,12157.576232910156
run_10_repetition_15,DONE,3,8B,WiC,14494.342651367188
run_14_repetition_27,DONE,3.1,8B,COPA,12106.603637695312
run_17_repetition_9,DONE,3.1,8B,WSC,7342.785583496094
run_0_repetition_29,DONE,2,7B,BoolQ,12211.192565917969
run_10_repetition_9,DONE,3,8B,WiC,14448.444763183594
run_4_repetition_10,DONE,2,7B,WiC,11656.154174804688
run_11_repetition_11,DONE,3,8B,WSC,7625.16845703125
run_0_repetition_5,DONE,2,7B,BoolQ,12166.107604980469
run_5_repetition_2,DONE,2,7B,WSC,10550.518920898438
run_9_repetition_8,DONE,3,8B,RTE,11573.293090820312
run_21_repetition_25,DONE,3.2,1B,RTE,2699.41552734375
run_13_repetition_14,DONE,3.1,8B,CB,9330.458679199219
run_11_repetition_13,DONE,3,8B,WSC,7532.715148925781
run_19_repetition_6,DONE,3.2,1B,CB,3773.014404296875
run_13_repetition_17,DONE,3.1,8B,CB,9338.388061523438
run_0_repetition_2,DONE,2,7B,BoolQ,12111.552734375
run_9_repetition_21,DONE,3,8B,RTE,11573.199890136719
run_20_repetition_5,DONE,3.2,1B,COPA,3236.605224609375
run_9_repetition_28,DONE,3,8B,RTE,11421.964660644531
run_15_repetition_6,DONE,3.1,8B,RTE,9279.466613769531
run_20_repetition_11,DONE,3.2,1B,COPA,3194.2505493164062
run_16_repetition_3,DONE,3.1,8B,WiC,13976.198547363281
run_27_repetition_25,DONE,3.2,3B,RTE,5803.362060546875
run_0_repetition_11,DONE,2,7B,BoolQ,12268.041870117188
run_2_repetition_9,DONE,2,7B,COPA,11129.110168457031
run_16_repetition_18,DONE,3.1,8B,WiC,14025.096923828125
run_5_repetition_0,DONE,2,7B,WSC,10353.267028808594
run_22_repetition_14,DONE,3.2,1B,WiC,3191.5955200195312
run_26_repetition_2,DONE,3.2,3B,COPA,5668.945739746094
run_29_repetition_15,DONE,3.2,3B,WSC,4398.033447265625
run_3_repetition_20,DONE,2,7B,RTE,10862.498474121094
run_29_repetition_4,DONE,3.2,3B,WSC,4367.468994140625
run_12_repetition_23,DONE,3.1,8B,BoolQ,8047.501525878906
run_20_repetition_22,DONE,3.2,1B,COPA,3252.239013671875
run_6_repetition_24,DONE,3,8B,BoolQ,7221.939514160156
run_1_repetition_0,DONE,2,7B,CB,12267.878845214844
run_2_repetition_20,DONE,2,7B,COPA,11201.301940917969
run_0_repetition_10,DONE,2,7B,BoolQ,12298.673645019531
run_4_repetition_7,DONE,2,7B,WiC,11671.114990234375
run_18_repetition_22,DONE,3.2,1B,BoolQ,3663.265869140625
run_27_repetition_19,DONE,3.2,3B,RTE,5604.1383056640625
run_10_repetition_14,DONE,3,8B,WiC,14317.46728515625
run_2_repetition_7,DONE,2,7B,COPA,11195.792541503906
run_12_repetition_3,DONE,3.1,8B,BoolQ,8298.767272949219
run_25_repetition_14,DONE,3.2,3B,CB,6859.013000488281
run_29_repetition_3,DONE,3.2,3B,WSC,4262.9342041015625
run_4_repetition_28,DONE,2,7B,WiC,11674.167785644531
run_8_repetition_7,DONE,3,8B,COPA,11783.210144042969
run_22_repetition_16,DONE,3.2,1B,WiC,3234.27197265625
run_19_repetition_27,DONE,3.2,1B,CB,3567.7733764648438
run_1_repetition_4,DONE,2,7B,CB,250114.91046142575
run_29_repetition_26,DONE,3.2,3B,WSC,4289.4737548828125
run_2_repetition_2,DONE,2,7B,COPA,11025.143493652344
run_18_repetition_11,DONE,3.2,1B,BoolQ,3482.80322265625
run_24_repetition_6,DONE,3.2,3B,BoolQ,5726.796691894531
run_26_repetition_1,DONE,3.2,3B,COPA,5841.021789550781
run_19_repetition_20,DONE,3.2,1B,CB,3532.6632690429688
run_8_repetition_14,DONE,3,8B,COPA,11541.633178710938
run_17_repetition_11,DONE,3.1,8B,WSC,7377.994384765625
run_22_repetition_23,DONE,3.2,1B,WiC,3145.3706665039062
run_16_repetition_20,DONE,3.1,8B,WiC,14035.393493652344
run_27_repetition_8,DONE,3.2,3B,RTE,5773.281982421875
run_25_repetition_10,DONE,3.2,3B,CB,6915.515869140625
run_23_repetition_1,DONE,3.2,1B,WSC,2029.6961059570312
run_19_repetition_0,DONE,3.2,1B,CB,3509.2407836914062
run_10_repetition_26,DONE,3,8B,WiC,14162.249694824219
run_24_repetition_8,DONE,3.2,3B,BoolQ,5839.725402832031
run_20_repetition_18,DONE,3.2,1B,COPA,2814.1560668945312
run_11_repetition_24,DONE,3,8B,WSC,7592.643615722656
run_2_repetition_8,DONE,2,7B,COPA,11211.526794433594
run_9_repetition_15,DONE,3,8B,RTE,11513.458374023438
run_27_repetition_27,DONE,3.2,3B,RTE,5833.866760253906
run_9_repetition_23,DONE,3,8B,RTE,11590.850402832031
run_19_repetition_1,DONE,3.2,1B,CB,3604.6171875
run_17_repetition_19,DONE,3.1,8B,WSC,7279.3525390625
run_19_repetition_11,DONE,3.2,1B,CB,3575.9857177734375
run_24_repetition_20,DONE,3.2,3B,BoolQ,5813.122619628906
run_18_repetition_26,DONE,3.2,1B,BoolQ,3550.6197509765625
run_11_repetition_2,DONE,3,8B,WSC,7479.213134765625
run_24_repetition_18,DONE,3.2,3B,BoolQ,5765.396911621094
run_22_repetition_10,DONE,3.2,1B,WiC,3145.9398803710938
run_16_repetition_14,DONE,3.1,8B,WiC,13996.639282226562
run_23_repetition_10,DONE,3.2,1B,WSC,2037.7161865234375
run_9_repetition_29,DONE,3,8B,RTE,250763.30419921875
run_25_repetition_26,DONE,3.2,3B,CB,6703.601013183594
run_24_repetition_14,DONE,3.2,3B,BoolQ,5633.246154785156
run_14_repetition_15,DONE,3.1,8B,COPA,12047.88916015625
run_16_repetition_6,DONE,3.1,8B,WiC,14072.901611328125
run_12_repetition_9,DONE,3.1,8B,BoolQ,8211.487487792969
run_10_repetition_7,DONE,3,8B,WiC,14765.712524414062
run_29_repetition_25,DONE,3.2,3B,WSC,4323.5350341796875
run_25_repetition_19,DONE,3.2,3B,CB,6829.7066650390625
run_22_repetition_19,DONE,3.2,1B,WiC,3050.0258178710938
run_14_repetition_26,DONE,3.1,8B,COPA,12019.636962890625
run_6_repetition_23,DONE,3,8B,BoolQ,7436.6112060546875
run_8_repetition_19,DONE,3,8B,COPA,11602.228759765625
run_23_repetition_27,DONE,3.2,1B,WSC,2101.5474853515625
run_2_repetition_10,DONE,2,7B,COPA,11098.976501464844
run_14_repetition_9,DONE,3.1,8B,COPA,12206.378479003906
run_0_repetition_0,DONE,2,7B,BoolQ,12250.109191894531
run_13_repetition_1,DONE,3.1,8B,CB,9457.237548828125
run_19_repetition_12,DONE,3.2,1B,CB,3619.2652587890625
run_12_repetition_12,DONE,3.1,8B,BoolQ,8202.756286621094
run_6_repetition_1,DONE,3,8B,BoolQ,7323.897216796875
run_24_repetition_25,DONE,3.2,3B,BoolQ,5819.423156738281
run_12_repetition_1,DONE,3.1,8B,BoolQ,8204.697814941406
run_14_repetition_11,DONE,3.1,8B,COPA,12231.808044433594
run_0_repetition_9,DONE,2,7B,BoolQ,12380.780944824219
run_10_repetition_25,DONE,3,8B,WiC,247770.76153564453
run_20_repetition_0,DONE,3.2,1B,COPA,2877.99609375
run_28_repetition_18,DONE,3.2,3B,WiC,5807.3543701171875
run_1_repetition_13,DONE,2,7B,CB,12295.882751464844
run_1_repetition_20,DONE,2,7B,CB,12221.751281738281
run_17_repetition_24,DONE,3.1,8B,WSC,7400.578063964844
run_29_repetition_28,DONE,3.2,3B,WSC,4302.942687988281
run_12_repetition_16,DONE,3.1,8B,BoolQ,8242.952453613281
run_14_repetition_22,DONE,3.1,8B,COPA,12255.191528320312
run_16_repetition_16,DONE,3.1,8B,WiC,14275.677978515625
run_4_repetition_18,DONE,2,7B,WiC,11980.885437011719
run_17_repetition_10,DONE,3.1,8B,WSC,7329.474792480469
run_22_repetition_27,DONE,3.2,1B,WiC,3071.6397705078125
run_12_repetition_8,DONE,3.1,8B,BoolQ,8103.25244140625
run_28_repetition_23,DONE,3.2,3B,WiC,5826.516174316406
run_15_repetition_15,DONE,3.1,8B,RTE,9345.239135742188
run_24_repetition_12,DONE,3.2,3B,BoolQ,5692.83642578125
run_28_repetition_27,DONE,3.2,3B,WiC,5841.552978515625
run_23_repetition_3,DONE,3.2,1B,WSC,2014.9815673828125
run_15_repetition_4,DONE,3.1,8B,RTE,9163.283813476562
run_16_repetition_22,DONE,3.1,8B,WiC,14129.227905273438
run_19_repetition_9,DONE,3.2,1B,CB,3524.714111328125
run_5_repetition_7,DONE,2,7B,WSC,10350.205810546875
run_11_repetition_10,DONE,3,8B,WSC,7677.604736328125
run_3_repetition_16,DONE,2,7B,RTE,10952.283996582031
run_0_repetition_21,DONE,2,7B,BoolQ,12225.535095214844
run_4_repetition_15,DONE,2,7B,WiC,11725.267211914062
run_23_repetition_14,DONE,3.2,1B,WSC,2094.8225708007812
run_20_repetition_15,DONE,3.2,1B,COPA,2773.6672973632812
run_26_repetition_15,DONE,3.2,3B,COPA,256541.94793701172
run_2_repetition_1,DONE,2,7B,COPA,11079.779541015625
run_25_repetition_25,DONE,3.2,3B,CB,6799.507629394531
run_20_repetition_12,DONE,3.2,1B,COPA,2844.319091796875
run_25_repetition_16,DONE,3.2,3B,CB,6812.969055175781
run_14_repetition_10,DONE,3.1,8B,COPA,12214.073974609375
run_0_repetition_14,DONE,2,7B,BoolQ,12277.004211425781
run_8_repetition_17,DONE,3,8B,COPA,11659.132263183594
run_10_repetition_20,DONE,3,8B,WiC,14330.513977050781
run_6_repetition_4,DONE,3,8B,BoolQ,7441.034362792969
run_22_repetition_4,DONE,3.2,1B,WiC,3152.9974975585938
run_9_repetition_9,DONE,3,8B,RTE,11361.321960449219
run_8_repetition_28,DONE,3,8B,COPA,11497.298828125
run_27_repetition_12,DONE,3.2,3B,RTE,5623.431213378906
run_7_repetition_23,DONE,3,8B,CB,12578.795288085938
run_6_repetition_20,DONE,3,8B,BoolQ,7137.710693359375
run_28_repetition_2,DONE,3.2,3B,WiC,5644.70068359375
run_11_repetition_22,DONE,3,8B,WSC,7367.573059082031
run_28_repetition_7,DONE,3.2,3B,WiC,5734.401916503906
run_12_repetition_15,DONE,3.1,8B,BoolQ,7944.352478027344
run_5_repetition_1,DONE,2,7B,WSC,10200.50732421875
run_21_repetition_17,DONE,3.2,1B,RTE,2705.9632568359375
run_13_repetition_16,DONE,3.1,8B,CB,9149.264282226562
run_10_repetition_4,DONE,3,8B,WiC,14001.778198242188
run_17_repetition_29,DONE,3.1,8B,WSC,7158.8228759765625
run_14_repetition_8,DONE,3.1,8B,COPA,11889.177001953125
run_1_repetition_28,DONE,2,7B,CB,250096.34844970703
run_2_repetition_28,DONE,2,7B,COPA,10866.5830078125
run_8_repetition_15,DONE,3,8B,COPA,11201.491577148438
run_0_repetition_17,DONE,2,7B,BoolQ,11836.51806640625
run_22_repetition_20,DONE,3.2,1B,WiC,3014.8345947265625
run_10_repetition_6,DONE,3,8B,WiC,14078.912048339844
run_2_repetition_25,DONE,2,7B,COPA,11073.202453613281
run_15_repetition_10,DONE,3.1,8B,RTE,9017.515625
run_26_repetition_13,DONE,3.2,3B,COPA,5569.39111328125
run_19_repetition_24,DONE,3.2,1B,CB,3479.9728393554688
run_9_repetition_16,DONE,3,8B,RTE,11357.055969238281
run_22_repetition_7,DONE,3.2,1B,WiC,3051.7916259765625
run_27_repetition_21,DONE,3.2,3B,RTE,5464.6832275390625
run_3_repetition_6,DONE,2,7B,RTE,10692.324279785156
run_9_repetition_12,DONE,3,8B,RTE,11175.314575195312
run_2_repetition_22,DONE,2,7B,COPA,10908.822326660156
run_7_repetition_1,DONE,3,8B,CB,12482.021179199219
run_0_repetition_19,DONE,2,7B,BoolQ,11816.892944335938
run_7_repetition_13,DONE,3,8B,CB,12602.515930175781
run_2_repetition_24,DONE,2,7B,COPA,10732.911254882812
run_0_repetition_6,DONE,2,7B,BoolQ,11825.622009277344
run_4_repetition_27,DONE,2,7B,WiC,11295.761657714844
run_21_repetition_0,DONE,3.2,1B,RTE,2744.9089965820312
run_27_repetition_24,DONE,3.2,3B,RTE,5472.547912597656
run_10_repetition_3,DONE,3,8B,WiC,13785.223937988281
run_2_repetition_18,DONE,2,7B,COPA,251374.9210205078
run_17_repetition_16,DONE,3.1,8B,WSC,7166.849609375
run_1_repetition_27,DONE,2,7B,CB,11734.557678222656
run_21_repetition_29,DONE,3.2,1B,RTE,2685.7877197265625
run_26_repetition_23,DONE,3.2,3B,COPA,5441.4476318359375
run_25_repetition_20,DONE,3.2,3B,CB,6460.052062988281
run_20_repetition_14,DONE,3.2,1B,COPA,2697.8326416015625
run_18_repetition_28,DONE,3.2,1B,BoolQ,3416.019775390625
run_0_repetition_20,DONE,2,7B,BoolQ,11625.994079589844
run_23_repetition_11,DONE,3.2,1B,WSC,1985.0138549804688
run_11_repetition_18,DONE,3,8B,WSC,7270.672180175781
run_11_repetition_19,DONE,3,8B,WSC,7306.58056640625
run_26_repetition_6,DONE,3.2,3B,COPA,5570.977966308594
run_5_repetition_4,DONE,2,7B,WSC,9937.05224609375
run_29_repetition_29,DONE,3.2,3B,WSC,4202.9537353515625
run_23_repetition_22,DONE,3.2,1B,WSC,1963.7215576171875
run_26_repetition_8,DONE,3.2,3B,COPA,5440.8179931640625
run_28_repetition_15,DONE,3.2,3B,WiC,5422.620544433594
run_12_repetition_18,DONE,3.1,8B,BoolQ,7928.7093505859375
run_9_repetition_27,DONE,3,8B,RTE,11210.1865234375
run_2_repetition_26,DONE,2,7B,COPA,10746.313293457031
run_27_repetition_15,DONE,3.2,3B,RTE,5408.564880371094
run_23_repetition_17,DONE,3.2,1B,WSC,2014.4368896484375
run_12_repetition_5,DONE,3.1,8B,BoolQ,7950.758483886719
run_6_repetition_14,DONE,3,8B,BoolQ,7233.902282714844
run_5_repetition_5,DONE,2,7B,WSC,10228.204711914062
run_4_repetition_17,DONE,2,7B,WiC,11388.420104980469
run_25_repetition_0,DONE,3.2,3B,CB,6534.532653808594
run_29_repetition_9,DONE,3.2,3B,WSC,4224.178649902344
run_15_repetition_8,DONE,3.1,8B,RTE,8801.20263671875
run_26_repetition_18,DONE,3.2,3B,COPA,5688.422546386719
run_23_repetition_25,DONE,3.2,1B,WSC,1977.365234375
run_20_repetition_1,DONE,3.2,1B,COPA,2695.06201171875
run_0_repetition_24,DONE,2,7B,BoolQ,11539.023742675781
run_29_repetition_13,DONE,3.2,3B,WSC,257925.17028808594
run_4_repetition_1,DONE,2,7B,WiC,11222.23779296875
run_22_repetition_15,DONE,3.2,1B,WiC,2981.9938354492188
run_28_repetition_20,DONE,3.2,3B,WiC,5335.1663818359375
run_17_repetition_15,DONE,3.1,8B,WSC,7007.127014160156
run_24_repetition_10,DONE,3.2,3B,BoolQ,5410.6561279296875
run_28_repetition_0,DONE,3.2,3B,WiC,5548.53076171875
run_28_repetition_13,DONE,3.2,3B,WiC,5713.059326171875
run_10_repetition_2,DONE,3,8B,WiC,13791.211730957031
run_29_repetition_7,DONE,3.2,3B,WSC,4147.9210205078125
run_28_repetition_17,DONE,3.2,3B,WiC,5705.1187744140625
run_20_repetition_17,DONE,3.2,1B,COPA,2691.585205078125
run_18_repetition_4,DONE,3.2,1B,BoolQ,3385.5684204101562
run_26_repetition_19,DONE,3.2,3B,COPA,5568.713806152344
run_18_repetition_12,DONE,3.2,1B,BoolQ,3420.97509765625
run_9_repetition_5,DONE,3,8B,RTE,11269.254333496094
run_6_repetition_19,DONE,3,8B,BoolQ,7116.642150878906
run_15_repetition_26,DONE,3.1,8B,RTE,9074.335754394531
run_22_repetition_1,DONE,3.2,1B,WiC,3080.1019287109375
run_24_repetition_7,DONE,3.2,3B,BoolQ,5479.140380859375
run_23_repetition_19,DONE,3.2,1B,WSC,2044.7781982421875
run_4_repetition_24,DONE,2,7B,WiC,11181.992980957031
run_7_repetition_10,DONE,3,8B,CB,12513.553039550781
run_3_repetition_24,DONE,2,7B,RTE,10684.652465820312
run_26_repetition_4,DONE,3.2,3B,COPA,5493.416687011719
run_1_repetition_14,DONE,2,7B,CB,11847.209594726562
run_19_repetition_16,DONE,3.2,1B,CB,3509.6779174804688
run_14_repetition_12,DONE,3.1,8B,COPA,11934.6025390625
run_14_repetition_21,DONE,3.1,8B,COPA,11919.288391113281
run_6_repetition_22,DONE,3,8B,BoolQ,7309.222229003906
run_6_repetition_13,DONE,3,8B,BoolQ,7197.892822265625
run_20_repetition_26,DONE,3.2,1B,COPA,2763.3121948242188
run_6_repetition_17,DONE,3,8B,BoolQ,7170.753112792969
run_29_repetition_10,DONE,3.2,3B,WSC,257905.4408569336
run_20_repetition_25,DONE,3.2,1B,COPA,2703.6779174804688
run_6_repetition_29,DONE,3,8B,BoolQ,7198.199157714844
run_8_repetition_24,DONE,3,8B,COPA,11338.577209472656
run_10_repetition_10,DONE,3,8B,WiC,14249.386474609375
run_2_repetition_14,DONE,2,7B,COPA,10964.345031738281
run_20_repetition_23,DONE,3.2,1B,COPA,2833.355712890625
run_29_repetition_23,DONE,3.2,3B,WSC,4219.8514404296875
run_0_repetition_27,DONE,2,7B,BoolQ,12072.87158203125
run_15_repetition_24,DONE,3.1,8B,RTE,9017.426330566406
run_25_repetition_22,DONE,3.2,3B,CB,6706.4041748046875
run_17_repetition_27,DONE,3.1,8B,WSC,7163.555236816406
run_11_repetition_5,DONE,3,8B,WSC,7381.243347167969
run_12_repetition_21,DONE,3.1,8B,BoolQ,7903.455810546875
run_14_repetition_23,DONE,3.1,8B,COPA,11785.304809570312
run_12_repetition_20,DONE,3.1,8B,BoolQ,8115.3558349609375
run_13_repetition_8,DONE,3.1,8B,CB,9209.988403320312
run_17_repetition_2,DONE,3.1,8B,WSC,7177.9486083984375
run_2_repetition_23,DONE,2,7B,COPA,10871.559143066406
run_9_repetition_0,DONE,3,8B,RTE,11168.580383300781
run_1_repetition_11,DONE,2,7B,CB,11772.348327636719
run_12_repetition_7,DONE,3.1,8B,BoolQ,8056.849304199219
run_4_repetition_9,DONE,2,7B,WiC,11317.92138671875
run_0_repetition_18,DONE,2,7B,BoolQ,11687.054931640625
run_23_repetition_18,DONE,3.2,1B,WSC,2119.3048706054688
run_29_repetition_1,DONE,3.2,3B,WSC,4282.7969970703125
run_5_repetition_14,DONE,2,7B,WSC,10214.684875488281
