Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_24,CPU_FREQUENCY_25,CPU_FREQUENCY_26,CPU_FREQUENCY_27,CPU_FREQUENCY_28,CPU_FREQUENCY_29,CPU_FREQUENCY_3,CPU_FREQUENCY_30,CPU_FREQUENCY_31,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_24,CPU_USAGE_25,CPU_USAGE_26,CPU_USAGE_27,CPU_USAGE_28,CPU_USAGE_29,CPU_USAGE_3,CPU_USAGE_30,CPU_USAGE_31,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1760524711958,1076,800,800,2164,800,800,5823,800,3748,4399,800,800,5700,800,800,4400,1870,3400,2916,800,2384,1861,800,800,800,1671,800,800,1752,800,800,800,0,0,0,3.3333334922790527,3.22580623626709,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3333334922790527,0,0,0,0,0,0,0,0,24564,357,3877,37,0,95984.42932128906,206999.99926757813,0,134868701184,8589930496,2635157504,7340032
203,1760524711958,1076,800,800,2164,800,800,5823,800,3748,4399,800,800,5700,800,800,4400,1870,3400,2916,800,2384,1861,800,800,800,1671,800,800,1752,800,800,800,0,0,0,3.3333334922790527,3.22580623626709,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3333334922790527,0,0,0,0,0,0,0,0,24564,357,3877,37,0,95984.9223022461,207000.37969970703,0,134868701184,8589930496,2639286272,7340032
199,1760524712162,1076,800,800,2164,800,800,5823,800,3748,4399,800,800,5700,800,800,4400,1870,3400,2916,800,2384,1861,800,800,800,1671,800,800,1752,800,800,800,9.090909004211426,8.69565200805664,9.090909004211426,8.69565200805664,86.36363983154297,8.69565200805664,100,8.69565200805664,9.090909004211426,8.69565200805664,9.090909004211426,8.69565200805664,8.69565200805664,8.69565200805664,8.69565200805664,9.090909004211426,8.69565200805664,4.761904716491699,9.090909004211426,9.090909004211426,8.69565200805664,8.69565200805664,8.69565200805664,8.69565200805664,8.69565200805664,13.043478012084961,8.69565200805664,8.69565200805664,13.636363983154297,8.69565200805664,8.69565200805664,9.090909004211426,0,24564,357,3877,37,0,95997.89044189453,207010.97534179688,0,134868701184,8589930496,2820124672,7340032
199,1760524712362,1076,800,800,2164,800,800,5823,800,3748,4399,800,800,5700,800,800,4400,1870,3400,2916,800,2384,1861,800,800,800,1671,800,800,1752,800,800,800,31.57894515991211,33.333335876464844,33.333335876464844,35,85,35,100,31.57894515991211,35,31.57894515991211,30.000001907348633,31.57894515991211,31.57894515991211,31.57894515991211,35,30.000001907348633,30.000001907348633,33.333335876464844,30.000001907348633,30.000001907348633,31.57894515991211,35,31.57894515991211,31.57894515991211,30.000001907348633,33.333335876464844,50,35,35,31.57894515991211,33.333335876464844,33.333335876464844,0,24564,357,3970,37,0,96016.26416015625,207027.0287475586,0,134868701184,8589930496,2876637184,7340032
200,1760524712562,1076,800,800,2164,800,800,5823,800,3748,4399,800,800,5700,800,800,4400,1870,3400,2916,800,2384,1861,800,800,800,1671,800,800,1752,800,800,800,5,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24564,357,3970,37,0,96027.19036865234,207035.65350341797,0,134868701184,8589930496,2910699520,7340032
200,1760524712762,1076,800,800,2164,800,800,5823,800,3748,4399,800,800,5700,800,800,4400,1870,3400,2916,800,2384,1861,800,800,800,1671,800,800,1752,800,800,800,5,4.761904716491699,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24564,357,3970,37,0,96037.91442871094,207044.06427001953,0,134868701184,8589930496,2949664768,7340032
200,1760524712962,1076,800,800,2164,800,800,5823,800,3748,4399,800,800,5700,800,800,4400,1870,3400,2916,800,2384,1861,800,800,800,1671,800,800,1752,800,800,800,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24564,357,3970,37,0,96048.60333251953,207052.4320678711,0,134868701184,8589930496,2978299904,7340032
199,1760524713162,1076,800,800,2164,800,800,5823,800,3748,4399,800,800,5700,800,800,4400,1870,3400,2916,800,2384,1861,800,800,800,1671,800,800,1752,800,800,800,4.761904716491699,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24564,357,3970,37,0,96059.30938720703,207060.86505126953,0,134868701184,8589930496,2996973568,7340032
200,1760524713362,1076,800,800,2164,800,800,5823,800,3748,4399,800,800,5700,800,800,4400,1870,3400,2916,800,2384,1861,800,800,800,1671,800,800,1752,800,800,800,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24564,357,3980,37,0,96069.77758789063,207069.04388427734,0,134868701184,8589930496,3019935744,7340032
200,1760524713562,1076,800,800,2164,800,800,5823,800,3748,4399,800,800,5700,800,800,4400,1870,3400,2916,800,2384,1861,800,800,800,1671,800,800,1752,800,800,800,45,40,40,40,40,100,100,42.85714340209961,40,42.85714340209961,45,42.85714340209961,45,42.85714340209961,40,42.85714340209961,45,42.105262756347656,45,42.85714340209961,42.85714340209961,40,42.85714340209961,40,45,42.105262756347656,45,42.105262756347656,40,40,42.105262756347656,42.105262756347656,0,24564,357,3980,37,0,96089.82043457031,207086.72674560547,0,134868701184,8589930496,3052449792,7340032
200,1760524713762,1076,800,800,2164,800,800,5823,800,3748,4399,800,800,5700,800,800,4400,1870,3400,2916,800,2384,1861,800,800,800,1671,800,800,1752,800,800,800,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24564,357,3980,37,0,96100.99188232422,207095.58209228516,0,134868701184,8589930496,3073347584,7340032
200,1760524713962,1076,800,800,2164,800,800,5823,800,3748,4399,800,800,5700,800,800,4400,1870,3400,2916,800,2384,1861,800,800,800,1671,800,800,1752,800,800,800,5,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24564,357,3980,37,0,96113.0693359375,207105.34686279297,0,134868701184,8589930496,3090378752,7340032
200,1760524714162,1076,800,800,2164,800,800,5823,800,3748,4399,800,800,5700,800,800,4400,1870,3400,2916,800,2384,1861,800,800,800,1671,800,800,1752,800,800,800,5,0,0,0,9.523809432983398,23.809524536132813,100,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.6315803527832,0,0,0,0,0,0,24564,357,3980,37,0,96123.79052734375,207113.7628173828,0,134868701184,8589930496,3125805056,7340032
200,1760524714362,1076,800,800,2164,800,800,5823,800,3748,4399,800,800,5700,800,800,4400,1870,3400,2916,800,2384,1861,800,800,800,1671,800,800,1752,800,800,800,0,0,0,0,100,0,95.23809814453125,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24564,357,3859,37,0,96134.4526977539,207122.05743408203,0,134868701184,8589930496,3224350720,7340032
