Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_24,CPU_FREQUENCY_25,CPU_FREQUENCY_26,CPU_FREQUENCY_27,CPU_FREQUENCY_28,CPU_FREQUENCY_29,CPU_FREQUENCY_3,CPU_FREQUENCY_30,CPU_FREQUENCY_31,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_24,CPU_USAGE_25,CPU_USAGE_26,CPU_USAGE_27,CPU_USAGE_28,CPU_USAGE_29,CPU_USAGE_3,CPU_USAGE_30,CPU_USAGE_31,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1760515569284,800,800,800,800,6000,800,800,800,4400,4425,2545,800,800,800,800,4413,4399,800,4399,1471,4411,800,4400,800,846,4398,1968,800,800,800,800,800,0,0,0,0,60.60606384277344,0,0,0,3.125,0,0,3.125,0,0,3.0303030014038086,0,0,0,0,3.0303030014038086,3.0303030014038086,0,0,40.625,0,0,0,0,6.060606002807617,0,0,0,0,24564,357,4249,37,0,152824.73712158203,113637.92321777344,0,134868701184,8589930496,2624376832,7340032
201,1760515569284,800,800,800,800,6000,800,800,800,4400,4425,2545,800,800,800,800,4413,4399,800,4399,1471,4411,800,4400,800,846,4398,1968,800,800,800,800,800,0,0,0,0,60.60606384277344,0,0,0,3.125,0,0,3.125,0,0,3.0303030014038086,0,0,0,0,3.0303030014038086,3.0303030014038086,0,0,40.625,0,0,0,0,6.060606002807617,0,0,0,0,24564,357,4249,37,0,152825.20153808594,113638.2705078125,0,134868701184,8589930496,2628247552,7340032
200,1760515569485,800,800,800,800,6000,800,800,800,4400,4425,2545,800,800,800,800,4413,4399,800,4399,1471,4411,800,4400,800,846,4398,1968,800,800,800,800,800,4.545454502105713,4.545454502105713,4.545454502105713,4.545454502105713,100,8.69565200805664,86.36363983154297,8.69565200805664,9.523809432983398,8.69565200805664,8.69565200805664,4.545454502105713,8.69565200805664,4.545454502105713,4.545454502105713,4.545454502105713,4.545454502105713,4.545454502105713,4.545454502105713,4.545454502105713,4.545454502105713,4.545454502105713,4.545454502105713,4.545454502105713,4.545454502105713,4.761904716491699,8.69565200805664,4.545454502105713,4.545454502105713,4.545454502105713,13.043478012084961,4.545454502105713,0,24564,357,4249,37,0,152837.27081298828,113647.99670410156,0,134868701184,8589930496,2814545920,7340032
200,1760515569685,800,800,800,800,6000,800,800,800,4400,4425,2545,800,800,800,800,4413,4399,800,4399,1471,4411,800,4400,800,846,4398,1968,800,800,800,800,800,40,35,36.842105865478516,35,100,35,100,35,35,35,35,35,35,35,35,38.095237731933594,40,35,38.095237731933594,35,35,40,35,35,38.095237731933594,38.095237731933594,36.842105865478516,38.095237731933594,35,38.095237731933594,35,38.095237731933594,0,24564,357,4317,37,0,152856.9800415039,113665.376953125,0,134868701184,8589930496,2880335872,7340032
199,1760515569885,800,800,800,800,6000,800,800,800,4400,4425,2545,800,800,800,800,4413,4399,800,4399,1471,4411,800,4400,800,846,4398,1968,800,800,800,800,800,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24564,357,4317,37,0,152867.9920654297,113674.09161376953,0,134868701184,8589930496,2915172352,7340032
200,1760515570085,800,800,800,800,6000,800,800,800,4400,4425,2545,800,800,800,800,4413,4399,800,4399,1471,4411,800,4400,800,846,4398,1968,800,800,800,800,800,0,0,0,0,100,0,5,94.73684692382813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24564,357,4317,37,0,152878.82342529297,113682.60424804688,0,134868701184,8589930496,2953564160,7340032
199,1760515570285,800,800,800,800,6000,800,800,800,4400,4425,2545,800,800,800,800,4413,4399,800,4399,1471,4411,800,4400,800,846,4398,1968,800,800,800,800,800,5,0,0,0,100,0,15.000000953674316,85.71428680419922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24564,357,4317,37,0,152889.5228881836,113690.99127197266,0,134868701184,8589930496,2986586112,7340032
199,1760515570485,800,800,800,800,6000,800,800,800,4400,4425,2545,800,800,800,800,4413,4399,800,4399,1471,4411,800,4400,800,846,4398,1968,800,800,800,800,800,4.761904716491699,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24564,357,4317,37,0,152900.27392578125,113699.45599365234,0,134868701184,8589930496,3005673472,7340032
200,1760515570685,800,800,800,800,6000,800,800,800,4400,4425,2545,800,800,800,800,4413,4399,800,4399,1471,4411,800,4400,800,846,4398,1968,800,800,800,800,800,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24564,357,4042,37,0,152910.80487060547,113707.69610595703,0,134868701184,8589930496,3013668864,7340032
199,1760515570885,800,800,800,800,6000,800,800,800,4400,4425,2545,800,800,800,800,4413,4399,800,4399,1471,4411,800,4400,800,846,4398,1968,800,800,800,800,800,55,60.000003814697266,42.85714340209961,42.85714340209961,100,42.105262756347656,71.42857360839844,45,42.85714340209961,40,42.105262756347656,40,42.105262756347656,45,45,40,40,40,42.105262756347656,45,42.105262756347656,40,42.105262756347656,42.85714340209961,42.105262756347656,42.85714340209961,40,42.105262756347656,42.105262756347656,42.105262756347656,40,42.105262756347656,0,24564,357,4042,37,0,152930.75396728516,113725.28039550781,0,134868701184,8589930496,3041996800,7340032
