Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_24,CPU_FREQUENCY_25,CPU_FREQUENCY_26,CPU_FREQUENCY_27,CPU_FREQUENCY_28,CPU_FREQUENCY_29,CPU_FREQUENCY_3,CPU_FREQUENCY_30,CPU_FREQUENCY_31,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_24,CPU_USAGE_25,CPU_USAGE_26,CPU_USAGE_27,CPU_USAGE_28,CPU_USAGE_29,CPU_USAGE_3,CPU_USAGE_30,CPU_USAGE_31,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1760605882761,1536,800,3199,800,1968,800,5795,800,800,4399,3746,800,2421,800,1063,4400,4398,800,800,4211,4037,1241,800,800,2007,4043,5700,800,2065,800,800,1693,0,0,3.22580623626709,0,66.66667175292969,0,31.034481048583984,0,0,0,0,0,0,0,0,0,0,3.3333334922790527,0,0,0,0,0,0,0,0,0,0,0,0,3.4482758045196533,0,0,24564,357,3843,38,0,68308.33587646484,231931.13818359375,0,134868701184,8589930496,2669772800,7077888
201,1760605882762,1536,800,3199,800,1968,800,5795,800,800,4399,3746,800,2421,800,1063,4400,4398,800,800,4211,4037,1241,800,800,2007,4043,5700,800,2065,800,800,1693,0,0,3.22580623626709,0,66.66667175292969,0,31.034481048583984,0,0,0,0,0,0,0,0,0,0,3.3333334922790527,0,0,0,0,0,0,0,0,0,0,0,0,3.4482758045196533,0,0,24564,357,3843,38,0,68308.8060913086,231931.48931884766,0,134868701184,8589930496,2669772800,7077888
200,1760605882963,1536,800,3199,800,1968,800,5795,800,800,4399,3746,800,2421,800,1063,4400,4398,800,800,4211,4037,1241,800,800,2007,4043,5700,800,2065,800,800,1693,0,4.34782600402832,0,4.34782600402832,95.45454406738281,4.761904716491699,86.36363983154297,0,0,0,0,0,0,0,0,4.34782600402832,4.34782600402832,0,0,0,0,9.090909004211426,0,0,0,0,0,0,4.34782600402832,0,0,0,0,24564,357,3870,38,0,68319.0444946289,231939.39416503906,0,134868701184,8589930496,2853392384,7077888
200,1760605883163,1536,800,3199,800,1968,800,5795,800,800,4399,3746,800,2421,800,1063,4400,4398,800,800,4211,4037,1241,800,800,2007,4043,5700,800,2065,800,800,1693,42.105262756347656,40,42.105262756347656,40,40,100,80,45,40,42.85714340209961,42.85714340209961,40,42.85714340209961,40,45,40,40,42.85714340209961,40,42.85714340209961,42.105262756347656,40,40,42.85714340209961,40,45,55,42.85714340209961,40,45,40,42.85714340209961,0,24564,357,3870,38,0,68339.28857421875,231957.31121826172,0,134868701184,8589930496,2900635648,7077888
200,1760605883363,1536,800,3199,800,1968,800,5795,800,800,4399,3746,800,2421,800,1063,4400,4398,800,800,4211,4037,1241,800,800,2007,4043,5700,800,2065,800,800,1693,0,0,0,0,0,100,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24564,357,3870,38,0,68351.0986328125,231966.8226928711,0,134868701184,8589930496,2927267840,7077888
200,1760605883563,1536,800,3199,800,1968,800,5795,800,800,4399,3746,800,2421,800,1063,4400,4398,800,800,4211,4037,1241,800,800,2007,4043,5700,800,2065,800,800,1693,0,0,4.761904716491699,0,0,100,60.000003814697266,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,24564,357,3870,38,0,68361.99450683594,231975.40020751953,0,134868701184,8589930496,2991509504,7077888
200,1760605883763,1536,800,3199,800,1968,800,5795,800,800,4399,3746,800,2421,800,1063,4400,4398,800,800,4211,4037,1241,800,800,2007,4043,5700,800,2065,800,800,1693,0,0,0,0,0,100,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904716491699,0,0,24564,357,3870,38,0,68372.76873779297,231983.86053466797,0,134868701184,8589930496,3023765504,7077888
200,1760605883964,1536,800,3199,800,1968,800,5795,800,800,4399,3746,800,2421,800,1063,4400,4398,800,800,4211,4037,1241,800,800,2007,4043,5700,800,2065,800,800,1693,0,0,4.761904716491699,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24564,357,3849,38,0,68383.62341308594,231992.42517089844,0,134868701184,8589930496,3033305088,7077888
200,1760605884164,1536,800,3199,800,1968,800,5795,800,800,4399,3746,800,2421,800,1063,4400,4398,800,800,4211,4037,1241,800,800,2007,4043,5700,800,2065,800,800,1693,0,0,5,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24564,357,3849,38,0,68394.30786132813,232000.83782958984,0,134868701184,8589930496,3056787456,7077888
200,1760605884364,1536,800,3199,800,1968,800,5795,800,800,4399,3746,800,2421,800,1063,4400,4398,800,800,4211,4037,1241,800,800,2007,4043,5700,800,2065,800,800,1693,40,42.105262756347656,45,42.105262756347656,42.105262756347656,100,100,40,42.85714340209961,42.105262756347656,40,42.85714340209961,40,42.85714340209961,40,40,40,40,42.85714340209961,42.105262756347656,45,42.105262756347656,42.85714340209961,40,42.85714340209961,40,45,42.105262756347656,40,40,42.85714340209961,40,0,24564,357,3849,38,0,68414.23712158203,232018.39276123047,0,134868701184,8589930496,3082760192,7077888
