Unnamed: 0;__run_id;__done;generation;model_size;task;energy;run;rep;duration_ms;cpu_joules;gpu_joules;energy_consumption_total_joules;response_length_sum_characters;response_token_count;accuracy
181;run_7_repetition_12;DONE;3.0;8B;CB;12810.217407226562;7;12;222904;11960.500183105469;79108.93938310548;91069.43956621096;65239;13110;1.0
182;run_26_repetition_26;DONE;3.2;3B;COPA;5805.473449707031;26;26;94842;5142.049560546875;32108.459360546884;37250.50892109376;56710;11903;1.0
183;run_4_repetition_20;DONE;2.0;7B;WiC;11747.20928955078;4;20;201857;10923.456970214844;72914.19897021484;83837.65594042969;53640;13138;1.0
184;run_27_repetition_11;DONE;3.2;3B;RTE;5782.4268798828125;27;11;92853;5100.859191894531;31531.412791894552;36632.27198378908;58703;11647;1.0
185;run_21_repetition_21;DONE;3.2;1B;RTE;2758.3435668945312;21;21;35819;2212.762695312471;11447.427295312467;13660.189990624938;51479;10444;1.0
186;run_18_repetition_0;DONE;3.2;1B;BoolQ;3529.0747680664062;18;0;52818;3034.906005859375;16690.148005859377;19725.054011718752;71714;15104;1.0
187;run_28_repetition_12;DONE;3.2;3B;WiC;6126.639099121094;28;12;100634;5435.228332519546;33965.847932519544;39401.07626503909;55758;12758;1.0
188;run_4_repetition_8;DONE;2.0;7B;WiC;11665.940979003906;4;8;201703;10847.812377929688;72783.90297792973;83631.71535585941;53640;13138;1.0
189;run_16_repetition_1;DONE;3.1;8B;WiC;14059.295043945312;16;1;245702;13186.470947265623;87746.23714726564;100932.70809453126;63916;14562;1.0
190;run_3_repetition_7;DONE;2.0;7B;RTE;11002.089965820312;3;7;188902;10202.06689453125;68471.91869453121;78673.98558906246;54273;12250;1.0
191;run_24_repetition_27;DONE;3.2;3B;BoolQ;5504.431701660156;24;27;86830;4800.141784667969;29625.073984667983;34425.215769335955;51178;10942;1.0
192;run_4_repetition_14;DONE;2.0;7B;WiC;11695.273559570312;4;14;201665;10850.353759765623;72937.36035976547;83787.7141195311;53640;13138;1.0
193;run_23_repetition_23;DONE;3.2;1B;WSC;2238.873107910156;23;23;26808;1656.1663818359375;8732.748981835935;10388.915363671871;32024;7910;1.0
194;run_24_repetition_2;DONE;3.2;3B;BoolQ;5479.047180175781;24;2;86833;4790.058532714844;29557.48553271484;34347.54406542968;51178;10942;1.0
195;run_21_repetition_12;DONE;3.2;1B;RTE;2696.1853637695312;21;12;35811;2157.494567871123;11470.576567871129;13628.07113574225;51479;10444;1.0
196;run_17_repetition_3;DONE;3.1;8B;WSC;7265.282897949219;17;3;121842;6395.043395996094;42970.948995996085;49365.99239199218;29189;7126;1.0
197;run_13_repetition_29;DONE;3.1;8B;CB;9407.6318359375;13;29;159868;8535.969116210938;57028.65651621093;65564.62563242187;46101;9343;1.0
198;run_16_repetition_28;DONE;3.1;8B;WiC;14062.93914794922;16;28;246889;13255.961486816406;88249.49268681642;101505.45417363282;63916;14562;1.0
199;run_19_repetition_25;DONE;3.2;1B;CB;3845.3958740234375;19;25;53821;3288.768981933623;17535.68318193363;20824.452163867252;77844;15678;1.0
200;run_9_repetition_18;DONE;3.0;8B;RTE;11393.949584960938;9;18;198697;10527.683044433594;70234.67544443358;80762.35848886718;58692;11756;1.0
201;run_3_repetition_10;DONE;2.0;7B;RTE;11054.143737792969;3;10;188871;10237.479125976562;68514.83832597655;78752.31745195312;54273;12250;1.0
202;run_24_repetition_1;DONE;3.2;3B;BoolQ;5486.2568359375;24;1;86646;4781.730163574219;29883.21896357425;34664.94912714847;51178;10942;1.0
203;run_22_repetition_12;DONE;3.2;1B;WiC;259061.62438964844;22;12;42828;2526.067260742188;13707.65946074219;16233.726721484378;55242;12413;1.0
204;run_15_repetition_19;DONE;3.1;8B;RTE;9259.679260253906;15;19;156874;8405.06689453125;56029.47789453129;64434.54478906254;46036;9180;1.0
205;run_0_repetition_4;DONE;2.0;7B;BoolQ;12193.752380371094;0;4;211907;11390.853942871094;76814.10314287113;88204.95708574222;57714;13756;1.0
206;run_14_repetition_24;DONE;3.1;8B;COPA;12383.86358642578;14;24;210902;11493.304321289062;75491.31632128905;86984.62064257811;59483;12455;1.0
207;run_25_repetition_28;DONE;3.2;3B;CB;6788.4375;25;28;108846;6090.9091796875;37328.7351796875;43419.644359375;67961;13729;1.0
208;run_19_repetition_2;DONE;3.2;1B;CB;3746.3704833984375;19;2;53818;3200.6495361328125;17332.650536132816;20533.30007226563;77844;15678;1.0
209;run_5_repetition_23;DONE;2.0;7B;WSC;10319.841003417969;5;23;178853;9554.05303955078;64098.82803955078;73652.88107910156;45028;11578;1.0
210;run_8_repetition_1;DONE;3.0;8B;COPA;11607.381469726562;8;1;198705;10724.112182617188;70832.18098261725;81556.29316523444;55441;11806;1.0
211;run_12_repetition_10;DONE;3.1;8B;BoolQ;8234.655578613281;12;10;137872;7357.933410644531;49409.67421064456;56767.60762128909;37425;8089;1.0
212;run_15_repetition_27;DONE;3.1;8B;RTE;9275.408447265623;15;27;157852;8474.702697753906;56453.07949775389;64927.78219550779;46036;9180;1.0
213;run_17_repetition_23;DONE;3.1;8B;WSC;7419.258728027344;17;23;121870;6551.841857910171;43439.50285791014;49991.34471582031;29189;7126;1.0
214;run_13_repetition_13;DONE;3.1;8B;CB;9635.638061523438;13;13;159859;8760.25024414061;57287.943644140614;66048.19388828122;46101;9343;1.0
215;run_10_repetition_22;DONE;3.0;8B;WiC;14300.146545410156;10;22;250701;13444.953552246094;89446.76155224608;102891.71510449218;63663;14810;1.0
216;run_7_repetition_18;DONE;3.0;8B;CB;12799.200012207031;7;18;222910;11961.732788085938;79686.91038808587;91648.6431761718;65239;13110;1.0
217;run_13_repetition_11;DONE;3.1;8B;CB;9410.668884277344;13;11;159849;8543.000915527344;56991.8433155274;65534.84423105475;46101;9343;1.0
218;run_26_repetition_27;DONE;3.2;3B;COPA;6013.249206542969;26;27;93839;5308.23388671875;31991.85748671876;37300.091373437506;56710;11903;1.0
219;run_1_repetition_8;DONE;2.0;7B;CB;12165.96710205078;1;8;211683;11375.931579589844;76537.01597958985;87912.9475591797;61276;13678;1.0
220;run_26_repetition_21;DONE;3.2;3B;COPA;5760.729064941406;26;21;93634;5036.170837402344;31758.996637402353;36795.16747480469;56710;11903;1.0
221;run_19_repetition_13;DONE;3.2;1B;CB;3749.180358886719;19;13;54819;3258.2298583984375;17766.568458398444;21024.79831679688;77844;15678;1.0
222;run_23_repetition_29;DONE;3.2;1B;WSC;2122.732666015625;23;29;27808;1614.5219116210938;8763.265311621093;10377.787223242189;32024;7910;1.0
223;run_12_repetition_27;DONE;3.1;8B;BoolQ;8135.401733398437;12;27;137660;7286.313598632842;49207.873798632885;56494.18739726573;37425;8089;1.0
224;run_6_repetition_16;DONE;3.0;8B;BoolQ;7212.250671386719;6;16;120854;6335.382324218721;43071.958924218736;49407.34124843746;33226;7085;1.0
225;run_18_repetition_6;DONE;3.2;1B;BoolQ;3603.252197265625;18;6;51815;3050.282470703154;16646.125270703145;19696.4077414063;71714;15104;1.0
226;run_24_repetition_26;DONE;3.2;3B;BoolQ;5442.648376464844;24;26;86634;4736.723937988281;29497.154537988263;34233.87847597655;51178;10942;1.0
227;run_5_repetition_26;DONE;2.0;7B;WSC;10264.302734375;5;26;178890;9500.314392089873;64189.35239208984;73689.66678417972;45028;11578;1.0
228;run_3_repetition_3;DONE;2.0;7B;RTE;11016.262145996094;3;3;188891;10197.898010253875;68479.92401025383;78677.82202050771;54273;12250;1.0
229;run_27_repetition_18;DONE;3.2;3B;RTE;5857.43603515625;27;18;92846;5176.46240234375;31764.041802343752;36940.5042046875;58703;11647;1.0
230;run_0_repetition_15;DONE;2.0;7B;BoolQ;250060.6763916016;0;15;211870;11266.219787597656;76419.3399875977;87685.55977519536;57714;13756;1.0
231;run_6_repetition_0;DONE;3.0;8B;BoolQ;7177.6298828125;6;0;120835;6314.6229248046875;42826.29632480468;49140.91924960937;33226;7085;1.0
232;run_12_repetition_2;DONE;3.1;8B;BoolQ;8174.462951660156;12;2;138849;7365.158325195312;49645.58872519529;57010.7470503906;37425;8089;1.0
233;run_7_repetition_24;DONE;3.0;8B;CB;12767.078002929688;7;24;221687;11870.29364013672;79138.64844013663;91008.94208027337;65239;13110;1.0
234;run_28_repetition_10;DONE;3.2;3B;WiC;6209.3428955078125;28;10;100654;5507.9700927734375;34180.78189277343;39688.75198554687;55758;12758;1.0
235;run_11_repetition_21;DONE;3.0;8B;WSC;7551.3453369140625;11;21;126847;6745.9349365234375;44836.76853652342;51582.70347304686;30766;7419;1.0
236;run_17_repetition_0;DONE;3.1;8B;WSC;7311.087890625;17;0;121835;6433.511840820305;43276.584440820276;49710.09628164058;29189;7126;1.0
237;run_21_repetition_18;DONE;3.2;1B;RTE;2587.181030273437;21;18;36811;2098.3375854492188;11632.424585449213;13730.76217089843;51479;10444;1.0
238;run_4_repetition_4;DONE;2.0;7B;WiC;11619.029113769531;4;4;201867;10826.298095703123;72540.17729570306;83366.47539140619;53640;13138;1.0
239;run_28_repetition_28;DONE;3.2;3B;WiC;6320.3018798828125;28;28;100838;5647.217529296875;34250.11332929684;39897.33085859371;55758;12758;1.0
240;run_19_repetition_23;DONE;3.2;1B;CB;3794.9132690429688;19;23;53825;3243.92138671875;17243.675786718737;20487.597173437487;77844;15678;1.0
241;run_11_repetition_17;DONE;3.0;8B;WSC;7441.781555175781;11;17;125842;6565.72875976564;44235.98275976567;50801.71151953131;30766;7419;1.0
242;run_13_repetition_19;DONE;3.1;8B;CB;9383.824340820312;13;19;160855;8592.305786132827;57349.13498613281;65941.44077226563;46101;9343;1.0
243;run_24_repetition_5;DONE;3.2;3B;BoolQ;5437.18359375;24;5;86634;4726.832336425752;29507.97573642576;34234.80807285151;51178;10942;1.0
244;run_28_repetition_25;DONE;3.2;3B;WiC;6285.848205566406;28;25;100835;5601.901306152329;34370.78010615232;39972.68141230465;55758;12758;1.0
245;run_26_repetition_5;DONE;3.2;3B;COPA;5796.982666015625;26;5;93835;5083.8548583984375;31714.195058398444;36798.04991679688;56710;11903;1.0
246;run_3_repetition_1;DONE;2.0;7B;RTE;10985.898010253906;3;1;188879;10179.895874023452;68081.81047402346;78261.70634804691;54273;12250;1.0
247;run_27_repetition_26;DONE;3.2;3B;RTE;5740.6195068359375;27;26;92830;5057.490966796875;31537.206366796916;36594.697333593795;58703;11647;1.0
248;run_22_repetition_2;DONE;3.2;1B;WiC;2976.2365112304688;22;2;42815;2443.0765380859375;13506.68593808594;15949.762476171876;55242;12413;1.0
249;run_13_repetition_3;DONE;3.1;8B;CB;9224.333740234377;13;3;159861;8384.47509765625;56519.155097656294;64903.630195312544;46101;9343;1.0
250;run_6_repetition_3;DONE;3.0;8B;BoolQ;7272.926025390625;6;3;120870;6398.128234863281;43137.76883486327;49535.897069726554;33226;7085;1.0
251;run_28_repetition_19;DONE;3.2;3B;WiC;6044.47216796875;28;19;100632;5352.255920410156;33976.134320410136;39328.39024082029;55758;12758;1.0
252;run_29_repetition_17;DONE;3.2;3B;WSC;4445.595520019531;29;17;68830;3778.0044555664062;23492.948655566415;27270.95311113282;35494;8579;1.0
253;run_10_repetition_17;DONE;3.0;8B;WiC;14100.585876464844;10;17;250893;13279.208129882812;88682.23132988282;101961.43945976564;63663;14810;1.0
254;run_5_repetition_11;DONE;2.0;7B;WSC;10462.057556152344;5;11;178854;9685.341125488252;64663.89652548832;74349.23765097657;45028;11578;1.0
255;run_1_repetition_18;DONE;2.0;7B;CB;12120.928100585938;1;18;211672;11315.644409179658;76415.13240917973;87730.77681835939;61276;13678;1.0
256;run_1_repetition_25;DONE;2.0;7B;CB;12148.722412109377;1;25;211673;11348.215270996094;76359.1346709961;87707.3499419922;61276;13678;1.0
257;run_0_repetition_12;DONE;2.0;7B;BoolQ;12264.960571289062;0;12;211658;11455.514221191435;76643.90222119141;88099.41644238285;57714;13756;1.0
258;run_8_repetition_23;DONE;3.0;8B;COPA;11473.951599121094;8;23;198677;10592.77960205078;70197.80840205085;80790.58800410164;55441;11806;1.0
259;run_6_repetition_11;DONE;3.0;8B;BoolQ;7283.095642089844;6;11;121854;6467.476135253906;43568.490335253875;50035.96647050778;33226;7085;1.0
260;run_17_repetition_8;DONE;3.1;8B;WSC;7310.283935546875;17;8;121649;6437.752014160156;42930.21121416016;49367.96322832032;29189;7126;1.0
261;run_24_repetition_3;DONE;3.2;3B;BoolQ;5363.944396972656;24;3;86849;4680.439697265629;29323.79209726563;34004.23179453125;51178;10942;1.0
262;run_5_repetition_24;DONE;2.0;7B;WSC;10477.901245117188;5;24;178856;9714.766418457031;64565.26161845711;74280.02803691414;45028;11578;1.0
263;run_4_repetition_23;DONE;2.0;7B;WiC;11577.13446044922;4;23;201860;10758.142883300789;72886.19828330069;83644.34116660149;53640;13138;1.0
264;run_4_repetition_25;DONE;2.0;7B;WiC;11470.973449707031;4;25;202873;10710.65692138672;72985.79072138671;83696.44764277343;53640;13138;1.0
265;run_17_repetition_1;DONE;3.1;8B;WSC;7265.8133544921875;17;1;121839;6386.8798828125;43127.9688828125;49514.848765625;29189;7126;1.0
266;run_2_repetition_11;DONE;2.0;7B;COPA;10863.719665527344;2;11;192662;10089.849853515623;69049.53625351554;79139.38610703117;53692;12554;1.0
267;run_9_repetition_19;DONE;3.0;8B;RTE;11433.759948730469;9;19;198671;10551.85205078125;70767.42985078112;81319.28190156237;58692;11756;1.0
268;run_17_repetition_21;DONE;3.1;8B;WSC;7296.828247070312;17;21;122852;6483.319641113281;43351.207641113346;49834.52728222663;29189;7126;1.0
269;run_29_repetition_11;DONE;3.2;3B;WSC;4457.287292480469;29;11;67818;3721.6529541015625;22912.90355410157;26634.556508203128;35494;8579;1.0
270;run_8_repetition_22;DONE;3.0;8B;COPA;11345.840942382812;8;22;199867;10543.949951171877;70170.47935117192;80714.4293023438;55441;11806;1.0
271;run_27_repetition_3;DONE;3.2;3B;RTE;5655.912048339844;27;3;92830;4976.132568359375;31306.11876835934;36282.25133671872;58703;11647;1.0
272;run_16_repetition_25;DONE;3.1;8B;WiC;13961.884216308594;16;25;246710;13152.053649902344;88373.55484990236;101525.6084998047;63916;14562;1.0
273;run_3_repetition_0;DONE;2.0;7B;RTE;10806.474609375;3;0;188673;9986.744323730469;67900.96812373042;77887.71244746089;54273;12250;1.0
274;run_20_repetition_7;DONE;3.2;1B;COPA;3274.9894409179688;20;7;44825;2723.129394531221;14383.922194531213;17107.051589062434;63385;13054;1.0
275;run_16_repetition_15;DONE;3.1;8B;WiC;13756.2021484375;16;15;245875;12921.604919433594;87218.19971943357;100139.80463886716;63916;14562;1.0
276;run_19_repetition_14;DONE;3.2;1B;CB;3723.555603027344;19;14;53832;3174.9193725585938;17269.29937255859;20444.218745117185;77844;15678;1.0
277;run_1_repetition_16;DONE;2.0;7B;CB;12016.779174804688;1;16;211687;11242.4189453125;76095.91374531241;87338.33269062491;61276;13678;1.0
278;run_13_repetition_28;DONE;3.1;8B;CB;9312.246826171877;13;28;159883;8425.298095703154;56864.25389570313;65289.55199140628;46101;9343;1.0
279;run_16_repetition_4;DONE;3.1;8B;WiC;14121.696228027344;16;4;245714;13261.441833496094;87767.28723349608;101028.72906699218;63916;14562;1.0
280;run_6_repetition_7;DONE;3.0;8B;BoolQ;7192.855224609375;6;7;121838;6369.985351562587;43747.02915156258;50117.01450312517;33226;7085;1.0
281;run_26_repetition_0;DONE;3.2;3B;COPA;5767.993103027344;26;0;93647;5059.56671142581;31704.711711425814;36764.278422851625;56710;11903;1.0
282;run_16_repetition_26;DONE;3.1;8B;WiC;13771.051818847656;16;26;245721;12919.39697265625;87368.01717265628;100287.41414531252;63916;14562;1.0
283;run_4_repetition_11;DONE;2.0;7B;WiC;11510.001708984377;4;11;201688;10690.199584960938;72552.99458496092;83243.19416992186;53640;13138;1.0
284;run_5_repetition_15;DONE;2.0;7B;WSC;251895.1275024414;5;15;177673;9405.10852050787;63884.03772050788;73289.14624101575;45028;11578;1.0
285;run_12_repetition_24;DONE;3.1;8B;BoolQ;8114.866516113281;12;24;138650;7293.741943359377;49492.818143359385;56786.56008671876;37425;8089;1.0
286;run_3_repetition_17;DONE;2.0;7B;RTE;10971.60772705078;3;17;188667;10130.731689453123;68094.72828945311;78225.45997890623;54273;12250;1.0
287;run_10_repetition_13;DONE;3.0;8B;WiC;14413.615234375;10;13;250881;13573.751953125;89615.24595312506;103188.99790625006;63663;14810;1.0
288;run_2_repetition_12;DONE;2.0;7B;COPA;11154.670288085938;2;12;191868;10359.270324707031;69253.39572470698;79612.66604941401;53692;12554;1.0
289;run_24_repetition_13;DONE;3.2;3B;BoolQ;5451.862182617188;24;13;86828;4765.8187866210865;29830.70838662108;34596.52717324217;51178;10942;1.0
290;run_8_repetition_4;DONE;3.0;8B;COPA;11419.647644042969;8;4;199873;10587.18621826172;70676.78761826172;81263.97383652344;55441;11806;1.0
291;run_24_repetition_23;DONE;3.2;3B;BoolQ;5451.38525390625;24;23;86842;4750.626159667969;29593.03875966799;34343.66491933596;51178;10942;1.0
292;run_18_repetition_2;DONE;3.2;1B;BoolQ;3596.1075439453125;18;2;51821;3052.4048461914062;16748.301246191415;19800.70609238282;71714;15104;1.0
293;run_14_repetition_19;DONE;3.1;8B;COPA;11950.920043945312;14;19;210871;11091.790161132812;74852.0301611328;85943.82032226562;59483;12455;1.0
294;run_9_repetition_7;DONE;3.0;8B;RTE;11242.467834472656;9;7;198870;10386.967834472656;70247.50243447266;80634.47026894531;58692;11756;1.0
295;run_21_repetition_26;DONE;3.2;1B;RTE;2725.5728149414062;21;26;35817;2160.0717163085938;11577.435916308594;13737.507632617187;51479;10444;1.0
296;run_21_repetition_28;DONE;3.2;1B;RTE;2578.5258178710938;21;28;35813;2052.588806152329;11274.133406152328;13326.722212304658;51479;10444;1.0
297;run_4_repetition_22;DONE;2.0;7B;WiC;11259.565490722656;4;22;201671;10456.06500244142;72216.02520244138;82672.0902048828;53640;13138;1.0
298;run_26_repetition_12;DONE;3.2;3B;COPA;5815.321533203125;26;12;94840;5173.5665283203125;32248.500728320323;37422.06725664064;56710;11903;1.0
299;run_21_repetition_20;DONE;3.2;1B;RTE;2628.451232910156;21;20;35812;2099.359313964844;11425.26231396485;13524.621627929691;51479;10444;1.0
300;run_28_repetition_1;DONE;3.2;3B;WiC;6128.310363769531;28;1;100834;5475.002746582031;34054.52454658205;39529.52729316408;55758;12758;1.0
301;run_20_repetition_28;DONE;3.2;1B;COPA;3142.4747314453125;20;28;44824;2615.8582153320312;14182.861015332031;16798.719230664065;63385;13054;1.0
302;run_25_repetition_1;DONE;3.2;3B;CB;6507.832214355469;25;1;108833;5829.032897949219;36805.54289794922;42634.57579589844;67961;13729;1.0
303;run_20_repetition_27;DONE;3.2;1B;COPA;3094.4240112304688;20;27;44822;2576.3698120117188;14142.595812011716;16718.965624023436;63385;13054;1.0
304;run_22_repetition_5;DONE;3.2;1B;WiC;2972.63427734375;22;5;42812;2457.256774902344;13457.059974902344;15914.316749804688;55242;12413;1.0
305;run_6_repetition_18;DONE;3.0;8B;BoolQ;7106.624267578125;6;18;120652;6246.76611328125;42490.538513281244;48737.304626562494;33226;7085;1.0
306;run_29_repetition_22;DONE;3.2;3B;WSC;4411.554931640625;29;22;68822;3747.357482910156;23272.86028291017;27020.217765820325;35494;8579;1.0
307;run_23_repetition_15;DONE;3.2;1B;WSC;2014.30615234375;23;15;27812;1509.4005126953416;8622.468912695338;10131.86942539068;32024;7910;1.0
308;run_10_repetition_12;DONE;3.0;8B;WiC;13815.255859375;10;12;250694;12995.004455566375;88476.80485556643;101471.8093111328;63663;14810;1.0
309;run_5_repetition_25;DONE;2.0;7B;WSC;10451.41766357422;5;25;177659;9585.416564941435;64177.37456494149;73762.79112988293;45028;11578;1.0
310;run_18_repetition_14;DONE;3.2;1B;BoolQ;3574.1882934570312;18;14;52820;3076.6978149414062;17040.84181494143;20117.539629882835;71714;15104;1.0
311;run_24_repetition_16;DONE;3.2;3B;BoolQ;5460.49169921875;24;16;86826;4768.700439453096;29758.723039453107;34527.4234789062;51178;10942;1.0
312;run_13_repetition_10;DONE;3.1;8B;CB;9255.198791503906;13;10;159860;8414.725463867217;56102.79746386722;64517.52292773443;46101;9343;1.0
313;run_13_repetition_25;DONE;3.1;8B;CB;9294.738220214844;13;25;159874;8424.715576171875;56796.66717617191;65221.38275234379;46101;9343;1.0
314;run_1_repetition_9;DONE;2.0;7B;CB;12056.831665039062;1;9;211675;11249.469848632783;76285.5760486328;87535.04589726559;61276;13678;1.0
315;run_17_repetition_25;DONE;3.1;8B;WSC;254911.6890869141;17;25;122650;6390.50146484375;43453.79646484374;49844.29792968749;29189;7126;1.0
316;run_18_repetition_27;DONE;3.2;1B;BoolQ;3572.110717773437;18;27;51825;3023.6469116210938;16784.43771162109;19808.084623242183;71714;15104;1.0
317;run_3_repetition_2;DONE;2.0;7B;RTE;10863.556396484377;3;2;188884;10064.318603515623;67992.52620351559;78056.84480703122;54273;12250;1.0
318;run_3_repetition_21;DONE;2.0;7B;RTE;10943.307495117188;3;21;188868;10141.321594238278;68128.99639423836;78270.31798847664;54273;12250;1.0
319;run_9_repetition_10;DONE;3.0;8B;RTE;11368.531005859377;9;10;198863;10506.183288574211;70766.46588857418;81272.64917714839;58692;11756;1.0
320;run_24_repetition_11;DONE;3.2;3B;BoolQ;5445.396423339844;24;11;86824;4751.2044677734375;29534.992467773463;34286.196935546905;51178;10942;1.0
321;run_16_repetition_29;DONE;3.1;8B;WiC;13787.438049316406;16;29;246881;12997.337646484377;87117.38904648437;100114.72669296876;63916;14562;1.0
322;run_4_repetition_19;DONE;2.0;7B;WiC;11581.588012695312;4;19;201871;10772.63116455078;72750.6849645507;83523.31612910148;53640;13138;1.0
323;run_2_repetition_15;DONE;2.0;7B;COPA;11006.828491210938;2;15;191891;10178.827209472642;68527.52440947261;78706.35161894525;53692;12554;1.0
324;run_14_repetition_4;DONE;3.1;8B;COPA;12062.17352294922;14;4;211712;11246.408752441406;75217.88135244143;86464.29010488284;59483;12455;1.0
325;run_21_repetition_4;DONE;3.2;1B;RTE;2697.380249023437;21;4;35809;2145.3264160156104;11609.171016015607;13754.497432031218;51479;10444;1.0
326;run_3_repetition_25;DONE;2.0;7B;RTE;10786.260192871094;3;25;189867;10050.679931640654;68092.4253316406;78143.10526328125;54273;12250;1.0
327;run_9_repetition_24;DONE;3.0;8B;RTE;11496.994750976562;9;24;198887;10614.73236083983;70726.78856083984;81341.52092167966;58692;11756;1.0
328;run_21_repetition_22;DONE;3.2;1B;RTE;2632.005126953125;21;22;36816;2137.85107421875;11615.246274218758;13753.097348437508;51479;10444;1.0
329;run_16_repetition_11;DONE;3.1;8B;WiC;13777.043518066406;16;11;245876;12944.179504394531;86908.30390439453;99852.48340878906;63916;14562;1.0
330;run_20_repetition_16;DONE;3.2;1B;COPA;3178.888977050781;20;16;44819;2654.6234741210938;14274.418874121086;16929.04234824218;63385;13054;1.0
331;run_21_repetition_23;DONE;3.2;1B;RTE;2639.984680175781;21;23;35813;2095.7744140625;11309.7470140625;13405.521428125;51479;10444;1.0
332;run_0_repetition_28;DONE;2.0;7B;BoolQ;11866.809753417969;0;28;211877;11085.207946777344;75885.7023467773;86970.91029355464;57714;13756;1.0
333;run_19_repetition_17;DONE;3.2;1B;CB;3774.210205078125;19;17;53821;3217.7780151367188;17384.476215136718;20602.254230273436;77844;15678;1.0
334;run_15_repetition_7;DONE;3.1;8B;RTE;9029.950073242188;15;7;156880;8195.773803710967;55173.38040371094;63369.1542074219;46036;9180;1.0
335;run_8_repetition_18;DONE;3.0;8B;COPA;11268.9736328125;8;18;199703;10471.123046875;70592.085046875;81063.20809375;55441;11806;1.0
336;run_5_repetition_22;DONE;2.0;7B;WSC;10305.02313232422;5;22;177854;9492.162719726532;64026.37051972654;73518.53323945307;45028;11578;1.0
337;run_8_repetition_11;DONE;3.0;8B;COPA;11463.984191894531;8;11;199887;10648.518920898438;71070.58352089842;81719.10244179686;55441;11806;1.0
338;run_8_repetition_13;DONE;3.0;8B;COPA;11536.781066894531;8;13;198678;10639.899353027316;70546.6341530273;81186.53350605462;55441;11806;1.0
339;run_21_repetition_1;DONE;3.2;1B;RTE;2713.740966796875;21;1;35810;2170.275695800752;11616.964895800756;13787.240591601509;51479;10444;1.0
340;run_12_repetition_29;DONE;3.1;8B;BoolQ;8071.385986328125;12;29;137841;7218.140441894531;48950.46604189448;56168.60648378901;37425;8089;1.0
341;run_1_repetition_3;DONE;2.0;7B;CB;250041.5824584961;1;3;210882;11240.606933593692;75856.1699335937;87096.7768671874;61276;13678;1.0
342;run_7_repetition_26;DONE;3.0;8B;CB;12538.62860107422;7;26;221874;11668.807739257812;78724.54553925795;90393.35327851576;65239;13110;1.0
343;run_1_repetition_24;DONE;2.0;7B;CB;11979.529541015623;1;24;211878;11203.06103515625;76178.68203515634;87381.74307031259;61276;13678;1.0
344;run_10_repetition_18;DONE;3.0;8B;WiC;14330.83270263672;10;18;250702;13501.124328613289;89194.43892861313;102695.56325722644;63663;14810;1.0
345;run_12_repetition_26;DONE;3.1;8B;BoolQ;8115.429016113281;12;26;137842;7259.558776855469;49020.13657685543;56279.6953537109;37425;8089;1.0
346;run_18_repetition_16;DONE;3.2;1B;BoolQ;3527.7227783203125;18;16;51819;2978.5317993164062;16658.758799316398;19637.290598632804;71714;15104;1.0
347;run_2_repetition_29;DONE;2.0;7B;COPA;11054.929565429688;2;29;191874;10262.000610351562;68989.91381035163;79251.9144207032;53692;12554;1.0
348;run_21_repetition_3;DONE;3.2;1B;RTE;2578.2158203125;21;3;36816;2069.9966430664062;11668.177043066406;13738.173686132812;51479;10444;1.0
349;run_15_repetition_28;DONE;3.1;8B;RTE;8983.330932617188;15;28;156851;8149.925964355469;54713.22416435544;62863.150128710906;46036;9180;1.0
350;run_25_repetition_24;DONE;3.2;3B;CB;6559.868957519531;25;24;108836;5876.767883300767;37142.59988330076;43019.36776660153;67961;13729;1.0
351;run_18_repetition_24;DONE;3.2;1B;BoolQ;3480.78759765625;18;24;51824;2937.6873779296875;16670.004577929674;19607.69195585936;71714;15104;1.0
352;run_8_repetition_26;DONE;3.0;8B;COPA;11284.710693359377;8;26;198895;10453.467834472656;69942.01343447267;80395.48126894532;55441;11806;1.0
353;run_25_repetition_11;DONE;3.2;3B;CB;6574.820190429688;25;11;108837;5880.954772949219;36979.84537294925;42860.800145898465;67961;13729;1.0
354;run_7_repetition_16;DONE;3.0;8B;CB;12434.88836669922;7;16;222920;11644.851440429702;79441.4966404297;91086.3480808594;65239;13110;1.0
355;run_0_repetition_25;DONE;2.0;7B;BoolQ;11980.568420410156;0;25;211707;11181.059631347656;75945.4048313477;87126.46446269535;57714;13756;1.0
356;run_20_repetition_29;DONE;3.2;1B;COPA;3073.334716796875;20;29;44826;2547.9002075195312;14099.087407519526;16646.987615039056;63385;13054;1.0
357;run_17_repetition_5;DONE;3.1;8B;WSC;7095.643371582031;17;5;122654;6304.412841796875;43438.9624417969;49743.37528359378;29189;7126;1.0
358;run_7_repetition_28;DONE;3.0;8B;CB;12478.008361816406;7;28;221878;11625.18914794922;78306.52714794922;89931.71629589844;65239;13110;1.0
359;run_7_repetition_29;DONE;3.0;8B;CB;12497.227905273438;7;29;222675;11653.760986328123;78466.44458632829;90120.2055726564;65239;13110;1.0
360;run_27_repetition_17;DONE;3.2;3B;RTE;5646.069213867188;27;17;91835;4932.064880371094;30863.12008037109;35795.18496074218;58703;11647;1.0
361;run_21_repetition_10;DONE;3.2;1B;RTE;2579.519836425781;21;10;35819;2039.318603515625;11268.76980351562;13308.088407031246;51479;10444;1.0
362;run_22_repetition_22;DONE;3.2;1B;WiC;3008.477905273437;22;22;42817;2480.319091796875;13532.851691796868;16013.170783593743;55242;12413;1.0
