Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_24,CPU_FREQUENCY_25,CPU_FREQUENCY_26,CPU_FREQUENCY_27,CPU_FREQUENCY_28,CPU_FREQUENCY_29,CPU_FREQUENCY_3,CPU_FREQUENCY_30,CPU_FREQUENCY_31,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_24,CPU_USAGE_25,CPU_USAGE_26,CPU_USAGE_27,CPU_USAGE_28,CPU_USAGE_29,CPU_USAGE_3,CPU_USAGE_30,CPU_USAGE_31,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1760586696124,800,800,1713,800,5798,800,1526,800,4400,800,800,4401,3194,800,800,4399,4398,800,4400,800,4398,4400,800,800,800,4399,5700,800,800,800,3531,800,0,2.777777910232544,0,0,14.285715103149414,0,83.33332824707031,0,2.777777910232544,0,0,0,0,0,0,0,0,0,0,0,2.777777910232544,0,0,0,0,0,2.857142925262451,0,0,0,2.777777910232544,0,0,24564,357,3681,40,0,147612.48559570313,20864.304443359375,0,134868701184,8589930496,2663235584,7340032
200,1760586696124,800,800,1713,800,5798,800,1526,800,4400,800,800,4401,3194,800,800,4399,4398,800,4400,800,4398,4400,800,800,800,4399,5700,800,800,800,3531,800,0,2.777777910232544,0,0,14.285715103149414,0,83.33332824707031,0,2.777777910232544,0,0,0,0,0,0,0,0,0,0,0,2.777777910232544,0,0,0,0,0,2.857142925262451,0,0,0,2.777777910232544,0,0,24564,357,3681,39,0,147612.94244384766,20864.651977539063,0,134868701184,8589930496,2667589632,7340032
199,1760586696325,800,800,1713,800,5798,800,1526,800,4400,800,800,4401,3194,800,800,4399,4398,800,4400,800,4398,4400,800,800,800,4399,5700,800,800,800,3531,800,13.636363983154297,4.545454502105713,8.69565200805664,4.545454502105713,86.9565200805664,8.69565200805664,100,8.69565200805664,9.090909004211426,4.761904716491699,4.545454502105713,8.69565200805664,9.090909004211426,8.69565200805664,4.761904716491699,4.545454502105713,8.69565200805664,4.761904716491699,4.761904716491699,4.761904716491699,4.761904716491699,4.545454502105713,8.69565200805664,4.761904716491699,4.545454502105713,4.761904716491699,4.545454502105713,8.69565200805664,8.69565200805664,9.090909004211426,4.545454502105713,9.090909004211426,0,24564,357,3681,39,0,147625.76336669922,20875.06866455078,0,134868701184,8589930496,2855698432,7340032
199,1760586696525,800,800,1713,800,5798,800,1526,800,4400,800,800,4401,3194,800,800,4399,4398,800,4400,800,4398,4400,800,800,800,4399,5700,800,800,800,3531,800,35,35,35,35,65,35,35,35,35,35,35,31.57894515991211,35,35,35,35,31.57894515991211,35,35,35,35,35,35,35,35,38.095237731933594,40,35,100,35,65,35,0,24564,357,3715,40,0,147643.55688476563,20890.548095703125,0,134868701184,8589930496,2919436288,7340032
199,1760586696725,800,800,1713,800,5798,800,1526,800,4400,800,800,4401,3194,800,800,4399,4398,800,4400,800,4398,4400,800,800,800,4399,5700,800,800,800,3531,800,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24564,357,3715,39,0,147654.6915283203,20899.347900390625,0,134868701184,8589930496,2944724992,7340032
199,1760586696925,800,800,1713,800,5798,800,1526,800,4400,800,800,4401,3194,800,800,4399,4398,800,4400,800,4398,4400,800,800,800,4399,5700,800,800,800,3531,800,5,0,0,0,100,0,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24564,357,3715,39,0,147665.7494506836,20908.061096191406,0,134868701184,8589930496,2989879296,7340032
199,1760586697125,800,800,1713,800,5798,800,1526,800,4400,800,800,4401,3194,800,800,4399,4398,800,4400,800,4398,4400,800,800,800,4399,5700,800,800,800,3531,800,5,0,0,0,100,0,5,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24564,357,3715,39,0,147676.7557373047,20916.724731445313,0,134868701184,8589930496,3021336576,7340032
199,1760586697325,800,800,1713,800,5798,800,1526,800,4400,800,800,4401,3194,800,800,4399,4398,800,4400,800,4398,4400,800,800,800,4399,5700,800,800,800,3531,800,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24564,357,3715,39,0,147687.85638427734,20925.503540039063,0,134868701184,8589930496,3038109696,7340032
200,1760586697525,800,800,1713,800,5798,800,1526,800,4400,800,800,4401,3194,800,800,4399,4398,800,4400,800,4398,4400,800,800,800,4399,5700,800,800,800,3531,800,9.090909004211426,0,0,0,100,0,85,0,5.263157844543457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,24564,357,3767,39,0,147698.6254272461,20933.944885253906,0,134868701184,8589930496,3055394816,7340032
200,1760586697725,800,800,1713,800,5798,800,1526,800,4400,800,800,4401,3194,800,800,4399,4398,800,4400,800,4398,4400,800,800,800,4399,5700,800,800,800,3531,800,42.105262756347656,45,42.85714340209961,42.85714340209961,100,42.105262756347656,100,42.105262756347656,40,42.85714340209961,45,42.85714340209961,42.105262756347656,40,42.85714340209961,45,42.85714340209961,42.85714340209961,42.85714340209961,40,40,42.85714340209961,42.105262756347656,42.85714340209961,42.85714340209961,42.105262756347656,42.105262756347656,40,40,40,45,40,0,24564,357,3767,39,0,147718.65985107422,20951.577392578125,0,134868701184,8589930496,3085070336,7340032
