Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_24,CPU_FREQUENCY_25,CPU_FREQUENCY_26,CPU_FREQUENCY_27,CPU_FREQUENCY_28,CPU_FREQUENCY_29,CPU_FREQUENCY_3,CPU_FREQUENCY_30,CPU_FREQUENCY_31,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_24,CPU_USAGE_25,CPU_USAGE_26,CPU_USAGE_27,CPU_USAGE_28,CPU_USAGE_29,CPU_USAGE_3,CPU_USAGE_30,CPU_USAGE_31,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1760578721461,800,800,800,800,800,800,800,5988,4399,800,800,2754,1780,4394,800,800,4337,800,2710,800,2536,800,800,5486,865,880,800,800,2401,800,800,800,5.405405521392822,0,0,0,2.857142925262451,0,0,100,2.777777910232544,0,0,0,0,0,0,0,0,2.777777910232544,0,0,0,2.702702760696411,0,0,0,0,0,0,2.857142925262451,0,0,0,0,24564,357,3659,39,0,258353.6450805664,230032.04321289063,0,134868701184,8589930496,2635530240,7340032
200,1760578721461,800,800,800,800,800,800,800,5988,4399,800,800,2754,1780,4394,800,800,4337,800,2710,800,2536,800,800,5486,865,880,800,800,2401,800,800,800,5.405405521392822,0,0,0,2.857142925262451,0,0,100,2.777777910232544,0,0,0,0,0,0,0,0,2.777777910232544,0,0,0,2.702702760696411,0,0,0,0,0,0,2.857142925262451,0,0,0,0,24564,357,3659,39,0,258354.1162109375,230032.39916992188,0,134868701184,8589930496,2635530240,7340032
200,1760578721661,800,800,800,800,800,800,800,5988,4399,800,800,2754,1780,4394,800,800,4337,800,2710,800,2536,800,800,5486,865,880,800,800,2401,800,800,800,0,0,0,0,18.18181800842285,0,0,100,0,0,18.18181800842285,0,56.52173614501953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24564,357,3700,39,0,258364.083984375,230040.01245117188,0,134868701184,8589930496,2816102400,7340032
200,1760578721861,800,800,800,800,800,800,800,5988,4399,800,800,2754,1780,4394,800,800,4337,800,2710,800,2536,800,800,5486,865,880,800,800,2401,800,800,800,42.105262756347656,40,45,42.105262756347656,70,40,100,45,42.85714340209961,40,42.85714340209961,42.85714340209961,73.68421173095703,45,42.85714340209961,42.105262756347656,40,40,42.105262756347656,40,42.105262756347656,42.105262756347656,40,42.85714340209961,42.85714340209961,45,45,40,42.105262756347656,42.105262756347656,40,42.85714340209961,0,24564,357,3700,39,0,258384.41693115234,230057.99090576172,0,134868701184,8589930496,2856357888,7340032
200,1760578722061,800,800,800,800,800,800,800,5988,4399,800,800,2754,1780,4394,800,800,4337,800,2710,800,2536,800,800,5486,865,880,800,800,2401,800,800,800,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,24564,357,3700,39,0,258395.55151367188,230066.79455566406,0,134868701184,8589930496,2898153472,7340032
200,1760578722262,800,800,800,800,800,800,800,5988,4399,800,800,2754,1780,4394,800,800,4337,800,2710,800,2536,800,800,5486,865,880,800,800,2401,800,800,800,0,0,0,0,66.66667175292969,35,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24564,357,3700,39,0,258406.6502685547,230075.5499267578,0,134868701184,8589930496,2935689216,7340032
200,1760578722462,800,800,800,800,800,800,800,5988,4399,800,800,2754,1780,4394,800,800,4337,800,2710,800,2536,800,800,5486,865,880,800,800,2401,800,800,800,4.761904716491699,0,0,0,26.3157901763916,70,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,24564,357,3700,39,0,258417.77862548828,230084.31091308594,0,134868701184,8589930496,2968453120,7340032
200,1760578722662,800,800,800,800,800,800,800,5988,4399,800,800,2754,1780,4394,800,800,4337,800,2710,800,2536,800,800,5486,865,880,800,800,2401,800,800,800,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24564,357,3766,39,0,258429.13885498047,230093.35821533203,0,134868701184,8589930496,2981089280,7340032
200,1760578722862,800,800,800,800,800,800,800,5988,4399,800,800,2754,1780,4394,800,800,4337,800,2710,800,2536,800,800,5486,865,880,800,800,2401,800,800,800,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4.761904716491699,0,0,24564,357,3766,39,0,258440.01397705078,230101.92126464844,0,134868701184,8589930496,3004571648,7340032
200,1760578723062,800,800,800,800,800,800,800,5988,4399,800,800,2754,1780,4394,800,800,4337,800,2710,800,2536,800,800,5486,865,880,800,800,2401,800,800,800,42.105262756347656,45,40,42.85714340209961,100,45,100,42.105262756347656,42.105262756347656,45,42.105262756347656,42.105262756347656,42.85714340209961,40,42.105262756347656,42.85714340209961,40,42.85714340209961,42.85714340209961,45,42.85714340209961,40,45,40,40,42.85714340209961,45,45,42.85714340209961,45,45,40,0,24564,357,3766,39,0,258460.01544189453,230119.45904541016,0,134868701184,8589930496,3032150016,7340032
