RQ,dv,groups,scale,shapiro_p,levene_p,ok,n_total,min_cell_n,recommendation
RQ33,accuracy_mean,generation,raw,0.042945656131708226,0.33075974742331243,FALSE,30,6,Use Kruskal–Wallis (nonparametric)
RQ33,accuracy_mean,generation,log1p,0.03809411446947082,0.32686960877137,FALSE,30,6,Use Kruskal–Wallis (nonparametric)
RQ33,accuracy_mean,generation,sqrt,0.037864055020840066,0.32679861679379163,FALSE,30,6,Use Kruskal–Wallis (nonparametric)
