Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_24,CPU_FREQUENCY_25,CPU_FREQUENCY_26,CPU_FREQUENCY_27,CPU_FREQUENCY_28,CPU_FREQUENCY_29,CPU_FREQUENCY_3,CPU_FREQUENCY_30,CPU_FREQUENCY_31,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_24,CPU_USAGE_25,CPU_USAGE_26,CPU_USAGE_27,CPU_USAGE_28,CPU_USAGE_29,CPU_USAGE_3,CPU_USAGE_30,CPU_USAGE_31,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1760574342926,1795,800,800,800,5920,800,2884,800,4399,3747,4401,800,3352,3974,1022,800,3163,800,800,2864,2115,800,800,800,2407,2301,3115,800,2305,800,1804,800,0,7.142857551574707,0,0,78.57142639160156,0,0,0,3.4482758045196533,3.3333334922790527,0,0,0,0,0,3.4482758045196533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.793103218078613,0,0,24564,357,4091,38,0,31707.58563232422,57148.591857910156,0,134868701184,8589930496,2629398528,7340032
200,1760574342926,1795,800,800,800,5920,800,2884,800,4399,3747,4401,800,3352,3974,1022,800,3163,800,800,2864,2115,800,800,800,2407,2301,3115,800,2305,800,1804,800,0,7.142857551574707,0,0,78.57142639160156,0,0,0,3.4482758045196533,3.3333334922790527,0,0,0,0,0,3.4482758045196533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.793103218078613,0,0,24564,357,4091,38,0,31708.131713867188,57149.01318359375,0,134868701184,8589930496,2633269248,7340032
199,1760574343126,1795,800,800,800,5920,800,2884,800,4399,3747,4401,800,3352,3974,1022,800,3163,800,800,2864,2115,800,800,800,2407,2301,3115,800,2305,800,1804,800,0,4.34782600402832,4.34782600402832,4.34782600402832,45.833335876464844,56.52173614501953,47.619049072265625,4.545454502105713,4.545454502105713,4.545454502105713,4.545454502105713,4.34782600402832,36.3636360168457,4.545454502105713,4.545454502105713,4.34782600402832,4.545454502105713,4.34782600402832,4.34782600402832,4.34782600402832,4.545454502105713,4.545454502105713,13.636363983154297,4.545454502105713,4.545454502105713,4.545454502105713,9.090909004211426,4.34782600402832,4.545454502105713,4.545454502105713,4.34782600402832,4.545454502105713,0,24564,357,4091,38,0,31720.05517578125,57158.58612060547,0,134868701184,8589930496,2848481280,7340032
199,1760574343326,1795,800,800,800,5920,800,2884,800,4399,3747,4401,800,3352,3974,1022,800,3163,800,800,2864,2115,800,800,800,2407,2301,3115,800,2305,800,1804,800,20,40,40,40,36.842105865478516,100,80.95238494873047,36.842105865478516,40,36.842105865478516,40,36.842105865478516,35,38.095237731933594,38.095237731933594,36.842105865478516,38.095237731933594,40,36.842105865478516,36.842105865478516,36.842105865478516,36.842105865478516,35,36.842105865478516,38.095237731933594,40,40,36.842105865478516,35,35,36.842105865478516,38.095237731933594,0,24564,357,4091,38,0,31739.74432373047,57175.930725097656,0,134868701184,8589930496,2904981504,7340032
199,1760574343526,1795,800,800,800,5920,800,2884,800,4399,3747,4401,800,3352,3974,1022,800,3163,800,800,2864,2115,800,800,800,2407,2301,3115,800,2305,800,1804,800,0,0,0,0,0,100,100,0,0,0,0,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24564,357,4181,38,0,31750.774780273438,57184.64532470703,0,134868701184,8589930496,2947301376,7340032
200,1760574343726,1795,800,800,800,5920,800,2884,800,4399,3747,4401,800,3352,3974,1022,800,3163,800,800,2864,2115,800,800,800,2407,2301,3115,800,2305,800,1804,800,4.761904716491699,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24564,357,4181,38,0,31761.66387939453,57193.19665527344,0,134868701184,8589930496,2986266624,7340032
199,1760574343926,1795,800,800,800,5920,800,2884,800,4399,3747,4401,800,3352,3974,1022,800,3163,800,800,2864,2115,800,800,800,2407,2301,3115,800,2305,800,1804,800,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24564,357,4181,38,0,31772.534790039063,57201.733947753906,0,134868701184,8589930496,3016704000,7340032
200,1760574344126,1795,800,800,800,5920,800,2884,800,4399,3747,4401,800,3352,3974,1022,800,3163,800,800,2864,2115,800,800,800,2407,2301,3115,800,2305,800,1804,800,5,4.761904716491699,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24564,357,4181,38,0,31783.297485351563,57210.21667480469,0,134868701184,8589930496,3026497536,7340032
200,1760574344326,1795,800,800,800,5920,800,2884,800,4399,3747,4401,800,3352,3974,1022,800,3163,800,800,2864,2115,800,800,800,2407,2301,3115,800,2305,800,1804,800,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24564,357,4181,38,0,31793.986206054688,57218.61633300781,0,134868701184,8589930496,3050754048,7340032
200,1760574344526,1795,800,800,800,5920,800,2884,800,4399,3747,4401,800,3352,3974,1022,800,3163,800,800,2864,2115,800,800,800,2407,2301,3115,800,2305,800,1804,800,45,42.105262756347656,42.85714340209961,40,42.85714340209961,100,55,76.19047546386719,40,42.85714340209961,40,42.85714340209961,45,42.105262756347656,42.105262756347656,40,42.105262756347656,40,42.85714340209961,42.85714340209961,42.85714340209961,42.85714340209961,42.105262756347656,42.85714340209961,42.105262756347656,40,60.000003814697266,42.85714340209961,45,45,42.85714340209961,45,0,24564,357,4175,38,0,31813.938110351563,57236.13269042969,0,134868701184,8589930496,3067416576,7340032
